Time [s],Light,USB,TMP36 [C],TC [C],Batt [V]
168.98,49.67,3.9996,24.12,25.3,4.1461
169.03,49.57,3.998,24.36,25.3,4.1413
169.07,49.65,4.0123,23.0,25.3,4.1413
169.11,49.72,4.0059,24.67,25.3,4.1445
169.15,49.62,4.0059,24.2,25.3,4.1429
169.2,49.62,3.9852,24.28,25.3,4.1461
169.24,49.65,4.0043,24.28,25.3,4.1508
169.28,49.65,4.0012,24.36,25.3,4.1397
169.33,49.69,4.0028,24.04,25.3,4.1476
169.37,49.62,4.0043,24.36,25.3,4.1445
169.41,49.62,4.0091,24.28,25.3,4.1445
169.45,49.55,4.0059,24.2,25.3,4.1476
169.49,49.47,4.0075,24.12,25.3,4.1461
169.54,49.5,4.0043,24.43,25.3,4.1397
169.58,49.55,3.9821,24.36,25.3,4.1476
169.63,49.55,3.9996,24.2,25.3,4.1445
169.67,49.57,4.0059,23.96,25.3,4.1461
169.71,49.5,4.0028,24.36,25.3,4.1461
169.75,49.5,3.9996,24.2,25.3,4.1461
169.79,49.5,4.0059,24.12,25.3,4.1476
169.84,49.43,4.0043,24.51,25.3,4.1508
169.88,49.47,4.0091,24.36,25.3,4.1461
169.92,49.57,4.0043,23.96,25.3,4.1429
169.97,49.47,3.9805,24.36,25.3,4.1429
170.01,49.45,4.0043,24.43,25.3,4.1476
170.05,49.45,4.0107,24.36,25.3,4.1461
170.09,49.4,4.0012,24.36,25.3,4.1461
170.16,49.4,3.9789,24.12,25.3,4.1445
170.2,49.35,3.9852,24.12,25.3,4.1461
170.24,49.33,3.9821,24.2,25.3,4.1397
170.28,49.3,3.9836,24.28,25.3,4.1429
170.33,49.33,3.9821,24.51,25.3,4.1461
170.37,49.23,3.9868,24.2,25.3,4.1445
170.42,49.18,4.0075,24.2,25.3,4.1445
170.46,49.18,4.0028,24.36,25.3,4.1413
170.5,49.08,4.0028,24.28,25.3,4.1445
170.54,49.01,4.0091,24.12,25.3,4.1445
170.58,49.04,4.0012,24.2,25.3,4.1445
170.63,48.94,4.0043,24.28,25.3,4.1508
170.67,48.91,3.9964,24.2,25.3,4.1445
170.72,48.82,4.0075,24.36,25.3,4.1445
170.76,48.82,3.9868,24.28,25.3,4.1461
170.8,48.77,4.0043,24.36,25.3,4.1445
170.84,48.69,4.0043,24.2,25.3,4.1476
170.89,48.69,3.998,24.36,25.3,4.1445
170.93,48.69,4.0028,24.28,25.3,4.1461
170.97,48.62,4.0059,24.28,25.3,4.1476
171.01,48.62,4.0075,24.2,25.3,4.1476
171.05,48.64,4.0059,24.12,25.3,4.1429
171.1,48.74,3.9821,23.88,25.3,4.1429
171.14,48.72,4.0059,24.36,25.3,4.1445
171.19,48.84,4.0012,24.2,25.3,4.1429
171.23,48.96,4.0043,24.12,25.3,4.1445
171.27,49.06,4.0059,24.04,25.3,4.1461
171.31,49.04,4.0059,24.67,25.3,4.1492
171.35,49.08,4.0075,24.2,25.3,4.1476
171.4,49.11,4.0028,24.28,25.3,4.1445
171.44,49.11,4.0075,24.12,25.3,4.1429
171.49,49.13,3.9821,24.12,25.3,4.1492
171.53,49.13,4.0059,24.2,25.3,4.1476
171.57,49.13,4.0028,24.36,25.3,4.1445
171.61,49.08,4.0059,24.12,25.3,4.1461
171.65,49.08,4.0091,24.28,25.3,4.1524
171.7,49.16,4.0059,24.28,25.3,4.1476
171.74,49.11,4.0059,24.36,25.3,4.1461
171.78,49.11,4.0075,24.12,25.3,4.1476
171.82,49.11,4.0075,24.28,25.3,4.1429
171.87,49.18,3.9805,23.96,25.3,4.1461
171.91,49.11,4.0043,24.2,25.3,4.1492
171.95,49.16,4.0107,24.43,25.3,4.1461
172.0,49.16,4.0043,24.51,25.3,4.1413
172.04,49.11,4.0012,24.2,25.3,4.1461
172.08,49.11,4.0123,24.28,25.3,4.1429
172.12,49.04,4.0043,24.36,25.3,4.1429
172.16,49.11,4.0075,24.28,25.3,4.1492
172.21,49.13,4.0043,24.04,25.3,4.1461
172.25,49.16,3.9821,24.36,25.3,4.1476
172.3,49.16,4.0059,24.43,25.3,4.1445
172.34,49.08,4.0012,24.12,25.3,4.1445
172.38,49.21,4.0059,23.88,25.3,4.1476
172.42,49.11,4.0091,24.51,25.3,4.1445
172.46,49.13,3.9996,24.59,25.3,4.1461
172.51,49.06,4.0059,24.12,25.3,4.1508
172.55,49.11,4.0075,24.12,25.3,4.1445
172.59,49.06,4.0059,24.43,25.3,4.1397
172.64,49.04,3.9789,24.12,25.3,4.1413
172.68,49.16,4.0012,24.04,25.3,4.1476
172.72,49.08,4.0059,24.43,25.3,4.1476
172.76,49.06,3.9996,24.28,25.3,4.1461
172.8,49.01,4.0059,24.12,25.3,4.1461
172.85,49.01,4.0075,24.51,25.3,4.1461
172.89,49.04,4.0043,24.12,25.3,4.1445
172.93,49.06,4.0075,24.28,25.3,4.1445
172.98,49.04,4.0043,24.2,25.3,4.1413
173.02,49.08,3.9789,24.04,25.3,4.1461
173.06,49.08,4.0059,24.2,25.3,4.1492
173.1,49.06,3.9964,24.04,25.3,4.1492
173.15,49.13,4.0075,24.28,25.3,4.1445
173.19,49.08,4.0091,24.28,25.3,4.1476
173.23,49.13,4.0059,24.36,25.3,4.1429
173.27,49.06,4.0091,24.36,25.3,4.1476
173.31,49.11,4.0107,24.2,25.3,4.1429
173.36,49.06,3.9821,23.96,25.3,4.1445
173.4,49.06,4.0043,24.36,25.3,4.1461
173.45,49.06,4.0091,24.28,25.3,4.1492
173.49,49.04,3.9964,24.28,25.3,4.1508
173.53,49.01,4.0043,24.36,25.3,4.1461
173.57,48.99,3.998,24.12,25.3,4.1492
173.61,48.96,4.0012,24.43,25.3,4.1429
173.66,49.01,4.0028,24.2,25.3,4.1476
173.7,49.01,3.9996,24.2,25.3,4.1429
173.75,49.04,3.9836,24.51,25.3,4.1508
173.79,49.04,3.9996,24.43,25.3,4.1476
173.83,49.01,4.0012,24.28,25.3,4.1445
173.87,48.99,3.9964,24.28,25.3,4.1413
173.91,48.94,4.0091,24.28,25.3,4.1461
173.96,48.84,4.0028,24.28,25.3,4.1476
174.0,48.82,3.9996,24.28,25.3,4.1476
174.04,48.82,4.0075,24.04,25.3,4.1445
174.08,48.84,4.0123,24.28,25.3,4.1413
174.13,48.74,3.9836,24.2,25.3,4.1461
174.19,48.84,3.9789,23.88,25.3,4.1445
174.24,48.96,3.9821,24.12,25.3,4.1461
174.28,48.91,3.9821,24.2,25.3,4.1461
174.32,48.89,3.9852,24.36,25.3,4.1476
174.36,48.94,3.9805,24.04,25.3,4.1413
174.4,48.99,3.9805,24.43,25.3,4.1476
174.45,49.01,3.9805,24.2,25.3,4.1461
174.49,48.96,3.9821,24.12,25.3,4.1445
174.54,48.99,3.9789,24.12,25.3,4.1476
174.58,49.01,4.0043,24.43,25.3,4.1492
174.62,48.96,4.0075,24.12,25.3,4.1429
174.66,48.89,4.0059,24.28,25.3,4.1508
174.7,48.91,4.0075,24.12,25.3,4.1461
174.75,48.91,4.0059,24.36,25.3,4.1461
174.79,48.84,4.0043,24.59,25.3,4.1492
174.83,48.89,4.0012,24.28,25.3,4.1492
174.88,48.99,4.0028,24.12,25.3,4.1445
174.92,48.86,3.9789,24.28,25.3,4.1476
174.96,48.91,3.998,24.2,25.3,4.1429
175.0,48.96,4.0043,24.2,25.3,4.1445
175.05,48.91,4.0107,24.36,25.3,4.1445
175.09,48.91,4.0091,24.36,25.3,4.1461
175.13,48.99,3.9996,24.2,25.3,4.1508
175.17,48.96,4.0091,24.28,25.3,4.1461
175.21,48.94,4.0043,24.28,25.3,4.1492
175.26,48.94,4.0091,24.43,25.3,4.1413
175.3,48.86,3.9789,24.2,25.3,4.1476
175.35,48.96,3.9996,24.12,25.3,4.1476
175.39,48.91,3.9996,24.28,25.3,4.1524
175.43,48.91,4.0043,24.36,25.3,4.1429
175.47,48.91,4.0059,24.2,25.3,4.1492
175.51,48.91,4.0028,24.36,25.3,4.1429
175.56,48.96,4.0028,24.2,25.3,4.1476
175.6,48.94,3.998,24.36,25.3,4.1508
175.65,48.96,3.9805,24.04,25.3,4.1476
175.69,48.86,4.0075,24.36,25.3,4.1476
175.73,48.91,4.0028,24.28,25.3,4.1476
175.77,48.91,4.0075,24.28,25.3,4.1461
175.81,48.96,3.9996,24.36,25.3,4.1476
175.86,48.91,4.0075,24.36,25.3,4.1461
175.9,48.96,4.0028,24.36,25.3,4.1476
175.94,48.94,4.0012,24.2,25.3,4.1508
175.98,48.94,4.0043,24.12,25.3,4.1445
176.03,48.94,3.9821,24.28,25.3,4.1461
176.07,48.91,4.0091,24.2,25.3,4.1413
176.11,48.91,4.0059,24.36,25.3,4.1476
176.16,48.94,4.0091,24.51,25.3,4.1429
176.2,48.94,4.0075,24.36,25.3,4.1476
176.24,48.96,4.0012,24.36,25.3,4.1461
176.28,48.99,4.0059,24.2,25.3,4.1445
176.32,48.94,4.0043,24.04,25.3,4.1476
176.37,48.91,4.0012,24.12,25.3,4.1445
176.41,49.01,3.9852,24.28,25.3,4.1461
176.46,48.86,4.0059,24.28,25.3,4.1461
176.5,48.91,4.0043,24.28,25.3,4.1445
176.54,48.91,4.0059,24.2,25.3,4.1476
176.58,48.94,4.0059,24.2,25.3,4.1445
176.62,48.86,4.0075,24.2,25.3,4.1508
176.67,48.89,4.0043,24.43,25.3,4.1461
176.71,48.91,4.0012,24.2,25.3,4.1476
176.75,48.89,4.0091,24.36,25.2,4.1476
176.8,48.94,3.9805,24.2,25.3,4.1397
176.84,49.04,4.0012,24.12,25.3,4.1445
176.88,48.94,4.0028,24.28,25.3,4.1445
176.92,49.01,4.0028,24.36,25.3,4.1476
176.97,48.86,4.0059,24.36,25.3,4.1445
177.01,48.89,4.0028,24.36,25.3,4.1492
177.05,48.94,4.0043,24.28,25.3,4.1476
177.09,48.99,4.0028,24.2,25.3,4.1461
177.14,48.94,4.0028,23.96,25.3,4.1461
177.18,48.94,3.9821,24.04,25.3,4.1445
177.22,48.89,4.0043,24.28,25.3,4.1461
177.27,48.91,4.0075,24.28,25.3,4.1445
177.31,48.94,4.0091,24.28,25.3,4.1429
177.35,48.91,4.0043,24.28,25.3,4.1445
177.39,48.96,4.0107,24.2,25.3,4.1492
177.43,48.94,4.0043,24.12,25.3,4.1445
177.48,48.91,4.0012,24.28,25.3,4.1492
177.52,48.89,3.9852,23.96,25.3,4.1524
177.57,48.96,4.0028,24.28,25.3,4.1429
177.61,48.94,4.0043,24.43,25.2,4.1445
177.65,48.89,4.0012,24.12,25.3,4.1492
177.69,48.96,4.0091,24.28,25.3,4.1429
177.73,48.79,4.0028,24.12,25.3,4.1461
177.78,48.89,3.998,24.51,25.3,4.1429
177.82,48.89,4.0075,24.12,25.3,4.1445
177.86,48.94,4.0075,24.28,25.3,4.1445
177.91,48.94,3.9821,24.28,25.3,4.1461
177.95,48.94,4.0028,24.36,25.3,4.1429
177.99,48.91,4.0075,24.28,25.3,4.1492
178.03,48.86,4.0012,24.67,25.3,4.1429
178.08,48.89,4.0012,24.2,25.3,4.1445
178.12,48.96,4.0028,24.12,25.3,4.1476
178.16,48.96,4.0075,24.36,25.3,4.1413
178.22,48.91,3.9789,24.12,25.2,4.1429
178.27,48.91,3.9836,24.36,25.3,4.1413
178.31,48.94,3.9821,24.12,25.2,4.1397
178.36,48.99,4.0043,24.28,25.3,4.1445
178.4,48.96,4.0012,24.28,25.3,4.1461
178.44,48.94,4.0059,24.12,25.3,4.1476
178.48,48.96,4.0043,24.43,25.2,4.1492
178.52,49.04,4.0059,24.2,25.2,4.1461
178.57,48.96,4.0028,24.43,25.2,4.1476
178.61,48.96,4.0028,24.36,25.3,4.1476
178.65,48.99,4.0043,24.28,25.2,4.1397
178.71,48.96,3.9821,24.2,25.2,4.1445
178.76,48.94,4.0028,24.12,25.3,4.1476
178.8,48.96,3.9996,24.43,25.2,4.1429
178.84,48.96,4.0075,24.28,25.2,4.1461
178.88,48.99,4.0059,24.28,25.3,4.1461
178.92,49.01,4.0043,24.2,25.3,4.1461
178.97,48.99,4.0107,24.28,25.3,4.1461
179.01,49.01,4.0075,24.12,25.3,4.1508
179.05,48.99,4.0028,24.12,25.3,4.1429
179.1,48.99,3.9821,24.43,25.3,4.1445
179.14,48.99,4.0091,24.36,25.2,4.1508
179.18,48.99,4.0043,24.51,25.2,4.1492
179.22,48.96,3.998,24.28,25.2,4.1445
179.26,48.94,4.0059,24.43,25.2,4.1476
179.31,49.01,4.0059,24.2,25.2,4.1508
179.35,48.94,4.0043,24.12,25.2,4.1413
179.39,48.96,4.0075,24.2,25.3,4.1429
179.44,48.89,4.0059,24.2,25.2,4.1476
179.48,48.94,3.9836,24.36,25.3,4.1508
179.52,48.96,4.0075,24.2,25.3,4.1492
179.56,49.01,4.0075,24.04,25.2,4.1429
179.61,48.99,4.0028,24.36,25.2,4.1476
179.65,48.94,4.0012,24.28,25.3,4.1461
179.69,48.96,4.0028,24.2,25.3,4.1492
179.73,49.01,4.0012,24.2,25.3,4.1461
179.77,49.01,4.0028,24.12,25.2,4.1445
179.82,48.94,3.9805,24.04,25.2,4.1445
179.86,48.96,3.998,24.43,25.3,4.1508
179.91,48.96,4.0075,24.2,25.2,4.1445
179.95,48.99,4.0028,24.43,25.3,4.1476
179.99,48.91,4.0012,24.36,25.2,4.1492
180.03,48.96,4.0091,24.2,25.3,4.1445
180.07,48.96,4.0075,24.28,25.2,4.1445
180.12,48.96,4.0028,24.43,25.2,4.1476
180.16,49.01,4.0043,24.04,25.3,4.1476
180.21,48.99,3.9836,24.28,25.3,4.1492
180.25,48.91,4.0075,24.12,25.3,4.1429
180.29,48.99,4.0043,24.2,25.3,4.1429
180.33,48.94,4.0091,24.12,25.2,4.1476
180.37,48.91,3.9964,24.2,25.3,4.1413
180.42,48.99,4.0043,24.28,25.2,4.1413
180.46,48.96,4.0075,24.43,25.2,4.1461
180.5,48.89,4.0059,24.28,25.2,4.1492
180.54,48.99,4.0059,24.04,25.2,4.1429
180.59,48.96,3.9821,23.96,25.2,4.1461
180.63,48.94,4.0028,24.43,25.2,4.1461
180.67,48.94,4.0012,24.43,25.2,4.1476
180.72,48.99,4.0091,24.2,25.2,4.1476
180.76,48.96,3.9996,24.43,25.2,4.1476
180.8,49.04,4.0043,24.43,25.2,4.1461
180.84,48.91,4.0012,24.12,25.3,4.1476
180.88,48.94,4.0091,24.36,25.2,4.1461
180.93,49.01,4.0012,24.28,25.2,4.1461
180.97,49.04,3.9789,24.28,25.2,4.1461
181.02,48.96,4.0012,24.36,25.3,4.1445
181.06,49.01,4.0059,24.12,25.3,4.1476
181.1,48.99,4.0075,24.43,25.2,4.1429
181.14,48.94,4.0043,24.2,25.2,4.1445
181.18,48.91,4.0059,24.2,25.2,4.1476
181.23,48.94,4.0091,24.28,25.3,4.1461
181.27,48.89,4.0075,23.96,25.2,4.1397
181.31,48.91,4.0075,24.12,25.2,4.1381
181.36,48.99,3.9805,24.2,25.2,4.1476
181.4,48.94,4.0059,23.96,25.2,4.1476
181.44,49.01,4.0012,24.28,25.2,4.1492
181.48,48.99,4.0091,24.28,25.2,4.1461
181.53,49.01,4.0059,24.28,25.2,4.1476
181.57,48.99,4.0091,24.28,25.3,4.1461
181.61,48.99,4.0028,24.2,25.3,4.1492
181.65,48.99,4.0043,24.43,25.3,4.1508
181.7,48.91,4.0059,24.2,25.3,4.1429
181.74,48.94,3.9852,24.36,25.2,4.1476
181.78,48.99,4.0043,24.28,25.2,4.1445
181.83,48.94,4.0091,24.36,25.3,4.1397
181.87,49.01,3.998,24.36,25.2,4.1524
181.91,48.94,4.0091,24.28,25.2,4.1461
181.95,48.94,4.0043,24.36,25.2,4.1461
181.99,48.96,4.0059,24.12,25.2,4.1461
182.04,49.04,4.0043,24.36,25.3,4.1445
182.08,48.89,3.9805,23.88,25.2,4.1524
182.13,48.77,4.0043,24.2,25.2,4.1476
182.17,48.6,4.0059,24.12,25.2,4.1492
182.23,48.33,3.9805,23.96,25.2,4.1429
182.27,48.33,3.9836,24.2,25.2,4.1524
182.32,48.28,3.9821,24.28,25.2,4.1429
182.36,48.35,3.9821,24.2,25.2,4.1413
182.4,48.3,3.9805,24.36,25.2,4.1429
182.44,48.4,3.9789,24.04,25.2,4.1445
182.49,48.42,3.9805,24.12,25.2,4.1445
182.53,48.45,3.9996,24.2,25.2,4.1492
182.57,48.52,4.0075,24.28,25.2,4.1476
182.62,48.52,3.998,24.28,25.2,4.1461
182.66,48.55,3.9964,24.36,25.2,4.1429
182.7,48.57,4.0043,24.43,25.2,4.1445
182.74,48.52,4.0091,24.2,25.2,4.1492
182.78,48.67,3.9996,24.2,25.2,4.1461
182.83,48.64,4.0075,24.59,25.2,4.1429
182.88,48.64,3.9789,24.36,25.2,4.1413
182.92,48.62,4.0043,24.2,25.2,4.1445
182.96,48.72,4.0043,24.12,25.2,4.1461
183.0,48.67,4.0012,24.12,25.2,4.1429
183.04,48.69,4.0075,24.12,25.2,4.1429
183.09,48.72,4.0075,24.12,25.2,4.1413
183.13,48.69,4.0107,24.12,25.2,4.1476
183.17,48.69,4.0059,24.2,25.2,4.1413
183.21,48.72,4.0012,24.04,25.2,4.1397
183.26,48.69,3.9836,24.2,25.2,4.1397
183.3,48.62,4.0059,24.12,25.2,4.1445
183.34,48.72,4.0028,24.04,25.2,4.1445
183.39,48.74,4.0075,24.36,25.2,4.1476
183.43,48.69,4.0059,24.28,25.2,4.1445
183.47,48.72,4.0075,24.04,25.2,4.1461
183.51,48.72,3.9996,24.28,25.3,4.1445
183.55,48.74,4.0043,24.12,25.2,4.1508
183.6,48.77,4.0059,24.36,25.3,4.1429
183.64,48.82,3.9821,24.12,25.2,4.1476
183.69,48.79,3.998,24.28,25.2,4.1429
183.73,48.82,4.0043,24.2,25.2,4.1445
183.77,48.77,4.0075,24.2,25.2,4.1492
183.81,48.86,4.0012,24.12,25.2,4.1397
183.85,48.89,3.998,24.28,25.2,4.1413
183.9,48.84,4.0059,24.28,25.2,4.1429
183.94,48.86,4.0012,24.43,25.2,4.1492
183.99,48.79,4.0107,24.36,25.2,4.1413
184.03,48.91,3.9789,24.36,25.2,4.1445
184.07,49.01,4.0028,24.36,25.2,4.1461
184.11,48.94,4.0043,24.2,25.2,4.1445
184.15,48.99,4.0091,24.28,25.2,4.1445
184.2,48.96,4.0059,24.36,25.2,4.1429
184.24,48.86,4.0075,24.36,25.2,4.1445
184.28,48.91,4.0043,24.2,25.2,4.1461
184.32,48.82,4.0075,24.12,25.2,4.1476
184.37,48.82,3.9821,23.88,25.2,4.1413
184.41,48.77,4.0043,24.36,25.2,4.1461
184.45,48.77,4.0059,24.36,25.2,4.1461
184.5,48.67,4.0028,24.36,25.2,4.1461
184.54,48.74,4.0059,24.2,25.3,4.1429
184.58,48.74,3.998,24.2,25.3,4.1492
184.62,48.72,4.0059,24.36,25.2,4.1461
184.66,48.72,3.998,24.28,25.2,4.1445
184.71,48.67,3.998,24.51,25.2,4.1413
184.75,48.69,3.9852,24.36,25.2,4.1492
184.79,48.69,4.0028,24.04,25.2,4.1429
184.84,48.74,4.0028,24.28,25.2,4.1445
184.88,48.72,4.0043,24.2,25.2,4.1492
184.92,48.72,4.0043,24.36,25.2,4.1445
184.96,48.67,3.9996,24.2,25.2,4.1476
185.0,48.72,4.0012,24.2,25.2,4.1429
185.05,48.69,4.0075,24.12,25.2,4.1476
185.09,48.77,4.0091,24.2,25.2,4.1476
185.14,48.72,3.9852,24.2,25.2,4.1476
185.18,48.67,3.9996,24.36,25.2,4.1524
185.22,48.69,4.0075,24.2,25.2,4.1508
185.26,48.62,3.9996,24.2,25.2,4.1492
185.3,48.62,4.0091,24.36,25.2,4.1461
185.35,48.72,4.0059,24.36,25.2,4.1476
185.39,48.67,4.0091,24.28,25.2,4.1461
185.43,48.62,4.0059,24.2,25.3,4.1445
185.47,48.69,4.0091,24.28,25.2,4.1397
185.52,48.64,3.9884,24.12,25.2,4.1476
185.56,48.67,3.9964,24.36,25.3,4.1461
185.6,48.67,4.0075,23.96,25.2,4.1445
185.65,48.69,4.0043,24.36,25.2,4.1461
185.69,48.69,4.0028,24.36,25.2,4.1476
185.73,48.67,4.0043,24.04,25.2,4.1508
185.77,48.69,4.0028,24.2,25.2,4.1445
185.81,48.74,4.0075,24.2,25.2,4.1445
185.86,48.67,4.0075,24.2,25.2,4.1429
185.9,48.77,3.9773,24.12,25.2,4.1461
185.95,48.77,4.0012,24.2,25.3,4.1461
185.99,48.74,4.0043,23.96,25.3,4.1524
186.03,48.77,4.0028,24.12,25.2,4.1413
186.07,48.77,4.0059,24.28,25.2,4.1461
186.11,48.74,4.0012,24.28,25.2,4.1476
186.16,48.74,4.0059,24.2,25.2,4.1413
186.2,48.74,4.0091,24.2,25.2,4.1461
186.26,48.79,3.9789,23.88,25.2,4.1476
186.3,48.67,4.0043,24.2,25.2,4.1476
186.34,48.72,4.0059,24.2,25.2,4.1476
186.38,48.72,4.0075,24.36,25.2,4.1492
186.43,48.79,4.0059,24.2,25.2,4.1476
186.47,48.77,4.0043,24.2,25.2,4.1461
186.51,48.84,4.0059,24.12,25.2,4.1508
186.55,48.94,4.0059,24.12,25.2,4.1461
186.59,48.94,4.0012,24.12,25.2,4.1508
186.64,48.84,3.9757,24.12,25.2,4.1461
186.68,48.82,4.0075,24.28,25.2,4.1476
186.73,48.79,4.0012,24.04,25.2,4.1413
186.77,48.84,3.998,24.12,25.2,4.1476
186.81,48.86,4.0012,23.96,25.2,4.1461
186.85,48.82,4.0028,24.12,25.2,4.1476
186.89,48.86,4.0043,23.96,25.2,4.1461
186.94,48.86,4.0043,24.28,25.2,4.1445
186.98,48.77,4.0075,24.28,25.2,4.1445
187.03,48.86,3.9789,24.43,25.2,4.1461
187.07,48.89,4.0091,24.28,25.2,4.1461
187.11,48.89,4.0043,24.2,25.2,4.1492
187.15,48.89,4.0028,24.28,25.2,4.1461
187.19,48.82,4.0075,24.36,25.2,4.1445
187.24,48.84,4.0059,24.12,25.2,4.1461
187.28,48.89,4.0028,24.2,25.2,4.1476
187.32,48.86,4.0012,24.2,25.2,4.1445
187.36,48.79,4.0043,24.36,25.2,4.1429
187.41,48.91,3.9789,24.2,25.2,4.1445
187.45,48.91,4.0075,24.12,25.2,4.1492
187.49,48.91,4.0043,24.12,25.2,4.1492
187.54,48.82,4.0043,24.2,25.2,4.1461
187.58,48.86,4.0012,24.28,25.2,4.1445
187.62,48.84,4.0075,24.28,25.3,4.1476
187.66,48.82,4.0028,24.2,25.2,4.1461
187.7,48.89,4.0043,24.12,25.2,4.1445
187.75,48.86,4.0043,24.04,25.3,4.1429
187.79,48.82,3.9821,24.2,25.2,4.1524
187.84,48.96,3.9996,24.43,25.2,4.1445
187.88,48.79,4.0043,24.12,25.2,4.1445
187.92,48.79,4.0028,23.96,25.2,4.1476
187.96,48.79,4.0043,24.2,25.2,4.1413
188.0,48.82,4.0028,23.96,25.2,4.1445
188.05,48.77,4.0043,24.28,25.2,4.1461
188.09,48.67,3.9964,24.2,25.2,4.1476
188.14,48.72,4.0075,24.2,25.2,4.1429
188.18,48.69,3.9821,24.2,25.2,4.1445
188.22,48.69,4.0043,24.36,25.2,4.1476
188.26,48.77,4.0075,24.2,25.2,4.1461
188.3,48.69,4.0059,24.36,25.2,4.1445
188.35,48.67,4.0028,24.36,25.2,4.1476
188.39,48.72,4.0075,23.96,25.2,4.1476
188.43,48.72,4.0091,24.12,25.2,4.1461
188.47,48.72,4.0059,24.12,25.2,4.1492
188.52,48.72,3.9789,23.88,25.2,4.1492
188.56,48.64,4.0059,24.2,25.2,4.1492
188.6,48.72,4.0012,24.2,25.2,4.1461
188.65,48.67,4.0059,24.2,25.2,4.1524
188.69,48.67,4.0075,24.28,25.2,4.1492
188.73,48.74,3.9996,24.43,25.2,4.1429
188.77,48.64,4.0012,24.36,25.2,4.1413
188.81,48.62,4.0043,24.04,25.2,4.1429
188.86,48.64,4.0075,24.04,25.2,4.1397
188.9,48.6,3.9789,24.28,25.2,4.1445
188.95,48.67,4.0028,24.43,25.2,4.1445
188.99,48.64,4.0028,24.2,25.2,4.1461
189.03,48.72,4.0043,24.2,25.2,4.1429
189.07,48.6,4.0075,24.28,25.2,4.1429
189.11,48.72,4.0028,24.04,25.2,4.1429
189.16,48.74,3.9964,24.36,25.2,4.1461
189.2,48.67,4.0091,24.04,25.2,4.1492
189.24,48.67,4.0043,24.36,25.2,4.1445
189.29,48.77,3.9852,24.2,25.2,4.1413
189.33,48.74,4.0028,24.28,25.2,4.1429
189.37,48.72,4.0043,24.28,25.3,4.1492
189.41,48.72,4.0059,24.51,25.2,4.1508
189.46,48.77,4.0091,24.2,25.2,4.1397
189.5,48.69,3.9996,24.28,25.2,4.1429
189.54,48.69,4.0075,24.12,25.2,4.1492
189.58,48.72,4.0012,24.28,25.2,4.1461
189.62,48.74,4.0043,24.28,25.3,4.1461
189.67,48.64,3.9805,24.2,25.3,4.1413
189.71,48.79,4.0043,24.28,25.2,4.1445
189.76,48.72,4.0059,24.51,25.2,4.1492
189.8,48.72,4.0059,24.36,25.2,4.1476
189.84,48.77,3.9964,24.2,25.2,4.1476
189.88,48.74,4.0043,24.04,25.2,4.1461
189.92,48.72,3.998,24.28,25.2,4.1492
189.97,48.69,4.0059,23.96,25.2,4.1476
190.01,48.74,4.0012,24.43,25.2,4.1413
190.06,48.79,3.9821,24.12,25.2,4.1429
190.1,48.77,4.0091,24.43,25.2,4.1461
190.14,48.77,4.0091,23.96,25.3,4.1476
190.18,48.67,4.0028,24.36,25.3,4.1461
190.22,48.72,4.0091,24.12,25.2,4.1476
190.28,48.72,3.9836,23.72,25.2,4.1492
190.33,48.69,3.9821,24.36,25.3,4.1461
190.37,48.74,3.9821,24.36,25.2,4.1445
190.42,48.77,3.9789,24.28,25.2,4.1445
190.46,48.74,3.9836,23.88,25.2,4.1492
190.5,48.77,4.0059,24.12,25.2,4.1476
190.54,48.64,4.0043,24.28,25.2,4.1445
190.58,48.74,4.0059,24.36,25.2,4.1445
190.63,48.72,4.0059,24.36,25.2,4.1476
190.67,48.67,4.0059,24.04,25.2,4.1445
190.71,48.67,4.0059,23.96,25.2,4.1492
190.75,48.67,4.0075,24.36,25.2,4.1445
190.8,48.69,3.9773,23.72,25.2,4.1492
190.84,48.6,4.0043,24.12,25.2,4.1476
190.89,48.69,4.0043,24.2,25.2,4.1461
190.93,48.64,3.9964,24.2,25.2,4.1476
190.97,48.62,4.0012,24.2,25.2,4.1429
191.01,48.6,4.0012,24.12,25.2,4.1476
191.05,48.62,4.0107,23.96,25.2,4.1445
191.1,48.57,4.0091,24.51,25.2,4.1429
191.14,48.6,4.0028,24.2,25.2,4.1429
191.18,48.64,3.9821,24.2,25.2,4.1476
191.23,48.62,4.0091,24.43,25.2,4.1445
191.27,48.72,4.0043,24.36,25.2,4.1492
191.31,48.55,4.0075,24.2,25.2,4.1429
191.35,48.69,4.0059,24.43,25.2,4.1429
191.39,48.67,4.0012,24.36,25.2,4.1508
191.44,48.64,4.0075,24.36,25.2,4.1445
191.48,48.72,4.0075,24.36,25.2,4.1413
191.52,48.72,4.0028,24.2,25.2,4.1461
191.57,48.72,3.9852,24.2,25.2,4.1413
191.61,48.64,4.0043,24.28,25.2,4.1461
191.65,48.64,4.0043,24.2,25.2,4.1445
191.69,48.74,4.0012,24.36,25.2,4.1429
191.74,48.67,4.0059,24.43,25.3,4.1476
191.78,48.69,4.0075,24.28,25.2,4.1445
191.82,48.74,3.998,24.2,25.2,4.1461
191.86,48.77,4.0012,24.36,25.2,4.1445
191.9,48.77,4.0059,24.28,25.2,4.1476
191.95,48.74,3.9821,24.36,25.2,4.1476
191.99,48.84,4.0059,24.28,25.2,4.1461
