Time [s],Light,USB,TMP36 [C],TC [C],Batt [V]
82.3,50.16,3.998,24.51,25.1,4.1476
82.34,50.11,4.0107,24.28,25.1,4.1476
82.38,50.11,4.0075,24.36,25.1,4.1445
82.43,50.23,3.9996,24.59,25.1,4.1461
82.47,50.11,4.0012,24.59,25.1,4.1461
82.51,50.04,3.9996,24.51,25.1,4.1429
82.56,50.09,3.9821,24.04,25.1,4.1476
82.6,50.06,4.0043,24.51,25.1,4.1476
82.64,50.04,4.0091,24.51,25.1,4.1508
82.68,50.11,4.0059,24.75,25.1,4.1461
82.73,50.11,3.9996,24.43,25.1,4.1461
82.77,50.11,3.9996,24.51,25.1,4.1461
82.81,50.13,4.0075,24.43,25.1,4.1461
82.85,50.09,4.0059,24.51,25.1,4.1476
82.89,50.09,3.9996,24.59,25.1,4.1461
82.94,50.06,4.0075,24.43,25.1,4.1397
82.98,49.99,3.9836,24.51,25.1,4.1413
83.03,50.06,4.0012,24.36,25.1,4.1445
83.07,49.87,4.0028,24.43,25.1,4.1508
83.11,49.62,4.0012,24.28,25.1,4.1508
83.15,49.5,4.0107,24.59,25.1,4.1461
83.19,49.43,4.0012,24.36,25.1,4.1461
83.24,49.21,4.0075,24.43,25.1,4.1476
83.28,49.01,4.0059,24.2,25.1,4.1461
83.33,48.77,4.0028,24.59,25.1,4.1429
83.37,48.42,3.9821,24.2,25.1,4.1492
83.41,47.99,4.0043,24.36,25.1,4.1461
83.45,47.52,4.0075,24.43,25.1,4.1445
83.49,47.11,4.0059,24.28,25.1,4.1508
83.54,46.81,4.0043,24.51,25.1,4.1476
83.58,46.57,4.0059,24.51,25.1,4.1476
83.62,46.35,4.0043,24.51,25.1,4.1413
83.66,46.28,4.0043,24.67,25.1,4.1492
83.7,46.08,4.0028,24.67,25.1,4.1429
83.75,45.98,3.9836,24.59,25.1,4.1476
83.79,45.98,4.0059,24.2,25.1,4.1461
83.84,45.93,4.0043,24.36,25.1,4.1429
83.88,46.03,3.9996,24.51,25.1,4.1476
83.92,46.2,4.0043,24.43,25.1,4.1461
83.96,46.15,4.0043,24.51,25.1,4.1461
84.0,46.18,3.998,24.59,25.1,4.1445
84.05,46.18,4.0012,24.36,25.1,4.1445
84.09,46.2,3.998,24.28,25.1,4.1445
84.14,46.2,3.9805,24.43,25.1,4.1445
84.18,46.11,4.0012,24.43,25.1,4.1461
84.22,46.11,4.0075,24.36,25.1,4.1508
84.26,46.03,3.998,24.36,25.1,4.1461
84.3,46.06,4.0012,24.43,25.1,4.1508
84.35,46.01,4.0075,24.51,25.1,4.1429
84.39,46.03,4.0028,24.43,25.1,4.1445
84.43,46.01,4.0075,24.59,25.1,4.1445
84.47,46.01,4.0043,24.43,25.1,4.1476
84.52,46.11,3.9789,24.51,25.1,4.1492
84.56,46.15,4.0075,24.43,25.1,4.1461
84.6,46.11,4.0059,24.51,25.1,4.1524
84.65,46.18,4.0043,24.36,25.1,4.1492
84.69,46.2,3.9996,24.36,25.1,4.1429
84.73,46.28,4.0059,24.59,25.1,4.1445
84.77,46.23,4.0059,24.51,25.1,4.1461
84.81,46.28,4.0012,24.43,25.1,4.1492
84.86,46.2,4.0059,24.59,25.1,4.1445
84.9,46.32,3.9821,24.28,25.1,4.1508
84.95,46.2,4.0028,24.67,25.1,4.1461
84.99,46.25,3.9996,24.43,25.1,4.1445
85.03,46.28,3.9996,24.36,25.1,4.1492
85.07,46.3,4.0091,24.51,25.1,4.1492
85.11,46.25,4.0075,24.51,25.1,4.1476
85.16,46.25,4.0107,24.59,25.1,4.1492
85.2,46.25,4.0028,24.36,25.1,4.1492
85.24,46.18,3.9964,24.36,25.1,4.1429
85.29,46.25,3.9821,24.2,25.1,4.1508
85.33,46.28,4.0075,24.51,25.1,4.1492
85.37,46.23,4.0059,24.51,25.1,4.1492
85.41,46.28,4.0028,24.75,25.1,4.1445
85.46,46.3,4.0059,24.59,25.1,4.1508
85.5,46.28,4.0043,24.28,25.1,4.1524
85.56,46.32,3.9757,24.36,25.1,4.1429
85.6,46.37,3.9757,24.36,25.1,4.1413
85.65,46.32,3.9757,24.51,25.1,4.1429
85.69,46.28,3.9836,24.43,25.1,4.1445
85.74,46.3,3.9836,24.36,25.1,4.1476
85.78,46.28,4.0012,24.36,25.1,4.1476
85.82,46.2,3.9964,24.36,25.1,4.1445
85.86,46.2,3.9996,24.75,25.1,4.1476
85.9,46.15,3.9996,24.2,25.1,4.1508
85.95,46.18,4.0043,24.67,25.1,4.1445
85.99,46.11,4.0012,24.51,25.1,4.1476
86.03,46.15,3.9996,24.2,25.1,4.1461
86.08,46.08,4.0059,24.2,25.1,4.1461
86.12,45.96,3.9805,24.43,25.1,4.1492
86.16,45.93,4.0075,24.43,25.1,4.1461
86.21,46.01,4.0028,24.59,25.1,4.1429
86.25,46.11,4.0043,24.75,25.1,4.1492
86.29,46.08,4.0028,24.2,25.1,4.1492
86.33,46.2,4.0028,24.36,25.1,4.1508
86.37,46.28,4.0059,24.36,25.1,4.1461
86.42,46.37,4.0075,24.28,25.1,4.1476
86.46,46.64,4.0043,24.67,25.1,4.1461
86.51,47.16,3.9868,24.43,25.1,4.1476
86.55,47.67,3.9996,24.43,25.1,4.1429
86.59,48.3,3.998,24.2,25.1,4.1524
86.63,48.74,4.0028,24.59,25.1,4.1413
86.67,49.21,4.0012,24.36,25.1,4.1445
86.72,49.38,4.0028,24.51,25.1,4.1508
86.76,49.94,3.9964,24.36,25.1,4.1445
86.8,50.06,4.0012,24.36,25.1,4.1445
86.84,50.04,4.0028,24.51,25.1,4.1429
86.89,50.09,3.9805,24.28,25.1,4.1508
86.93,50.13,4.0012,24.51,25.1,4.1461
86.97,50.06,3.9964,24.2,25.1,4.1476
87.02,50.11,4.0028,24.36,25.1,4.1445
87.06,50.13,4.0012,24.28,25.1,4.1461
87.1,50.09,4.0043,24.12,25.1,4.1476
87.14,50.16,4.0028,24.12,25.1,4.1429
87.18,50.13,4.0091,24.43,25.1,4.1476
87.23,50.18,4.0043,24.36,25.1,4.1445
87.27,50.16,3.9836,24.43,25.1,4.1461
87.31,50.09,4.0043,24.43,25.1,4.1445
87.36,50.13,4.0012,24.43,25.1,4.1476
87.4,50.09,3.998,24.43,25.1,4.1492
87.44,50.13,4.0028,24.36,25.1,4.1445
87.48,50.13,4.0043,24.36,25.1,4.1429
87.52,50.18,4.0043,24.51,25.1,4.1445
87.57,50.13,4.0107,24.51,25.1,4.1445
87.61,50.13,3.998,24.36,25.1,4.1429
87.66,50.18,3.9789,24.28,25.1,4.1445
87.7,50.18,4.0028,24.28,25.1,4.1508
87.74,50.11,4.0043,24.36,25.1,4.1476
87.78,50.21,3.998,24.43,25.1,4.1461
87.82,50.18,4.0043,24.51,25.1,4.1461
87.87,50.09,4.0028,24.43,25.1,4.1492
87.91,50.18,3.9996,24.43,25.1,4.1461
87.95,50.09,3.998,24.59,25.1,4.1508
87.99,50.18,4.0043,24.43,25.1,4.1461
88.04,50.13,3.9836,24.04,25.1,4.1429
88.08,50.13,4.0075,24.43,25.1,4.1461
88.12,50.09,4.0028,24.59,25.1,4.1461
88.17,50.18,4.0043,24.51,25.1,4.1461
88.21,50.16,4.0043,24.36,25.1,4.1476
88.25,50.18,4.0012,24.51,25.1,4.1461
88.29,50.11,4.0059,24.43,25.1,4.1476
88.33,50.13,4.0043,24.43,25.1,4.1492
88.38,50.18,4.0043,24.43,25.1,4.1492
88.42,50.16,4.0028,24.51,25.1,4.1492
88.47,50.06,3.9789,24.28,25.1,4.1492
88.51,50.09,3.9996,24.28,25.1,4.1492
88.55,49.84,3.9964,24.59,25.1,4.1445
88.59,49.45,4.0075,24.59,25.1,4.1461
88.63,49.21,3.998,24.51,25.1,4.1492
88.68,48.79,4.0059,24.36,25.1,4.1429
88.72,48.5,4.0059,24.28,25.1,4.1413
88.76,48.11,4.0059,24.43,25.1,4.1492
88.81,47.59,4.0012,24.51,25.1,4.1413
88.85,47.33,3.9821,24.28,25.1,4.1476
88.89,46.98,4.0012,24.36,25.1,4.1461
88.93,46.96,4.0091,24.36,25.1,4.1508
88.98,46.98,4.0012,24.2,25.1,4.1429
89.02,47.06,4.0012,24.67,25.1,4.1476
89.06,46.98,4.0059,24.67,25.1,4.1429
89.1,46.94,4.0059,24.43,25.1,4.154
89.14,46.91,4.0059,24.36,25.1,4.1445
89.19,46.81,4.0123,24.43,25.1,4.1445
89.23,46.79,3.9852,24.43,25.1,4.1461
89.28,46.64,4.0059,24.28,25.1,4.1492
89.32,46.57,4.0075,24.36,25.1,4.1508
89.36,46.54,4.0075,24.59,25.1,4.1508
89.4,46.57,3.998,24.43,25.1,4.1429
89.44,46.59,4.0043,24.51,25.1,4.1492
89.49,46.64,4.0059,24.28,25.1,4.1461
89.53,46.57,4.0028,24.28,25.1,4.1476
89.59,46.52,3.9773,24.36,25.1,4.1445
89.64,46.57,3.9821,24.2,25.1,4.1492
89.68,46.42,4.0059,24.59,25.1,4.1492
89.72,46.57,3.998,24.43,25.1,4.1461
89.77,46.57,4.0012,24.43,25.1,4.1476
89.81,46.64,3.9948,24.51,25.1,4.1445
89.85,46.69,4.0059,24.51,25.1,4.1492
89.89,46.74,4.0075,24.51,25.1,4.1445
89.93,46.79,4.0043,24.43,25.1,4.1508
89.98,46.84,4.0075,24.28,25.1,4.1413
90.02,46.89,3.9805,24.36,25.1,4.1492
90.07,46.89,4.0012,24.36,25.1,4.1476
90.11,46.91,4.0059,24.2,25.1,4.1461
90.15,46.89,4.0012,24.36,25.1,4.1429
90.19,46.91,4.0075,24.28,25.1,4.1445
90.23,46.89,3.9996,24.59,25.1,4.1492
90.28,46.91,4.0091,24.43,25.1,4.1461
90.32,46.89,4.0043,24.51,25.1,4.1445
90.36,46.96,4.0059,24.28,25.1,4.1476
90.41,46.94,3.9836,24.67,25.1,4.1508
90.45,46.86,4.0043,24.51,25.1,4.1476
90.49,46.84,4.0091,24.51,25.1,4.1397
90.53,46.89,4.0075,24.43,25.1,4.1492
90.58,46.89,4.0059,24.43,25.1,4.1476
90.62,46.94,4.0043,24.28,25.1,4.1413
90.66,46.91,4.0107,24.51,25.1,4.1476
90.7,46.94,4.0028,24.43,25.1,4.1508
90.74,46.89,3.9996,24.36,25.1,4.1492
90.79,46.94,3.9773,24.12,25.1,4.1461
90.83,46.94,4.0043,24.59,25.1,4.1413
90.88,46.96,4.0043,24.28,25.1,4.1492
90.92,46.94,4.0059,24.51,25.1,4.1445
90.96,46.98,4.0059,24.43,25.1,4.1476
91.0,46.96,4.0059,24.36,25.1,4.1461
91.04,46.96,4.0075,24.36,25.1,4.1476
91.09,46.98,4.0075,24.51,25.1,4.1476
91.13,46.91,4.0091,24.28,25.1,4.1492
91.18,46.91,4.0107,24.51,25.1,4.1429
91.22,46.94,3.9805,24.75,25.1,4.1445
91.26,46.91,4.0043,24.43,25.1,4.1413
91.3,46.86,3.998,24.43,25.1,4.1461
91.34,46.84,4.0043,24.43,25.1,4.1461
91.39,46.81,4.0012,24.36,25.1,4.1429
91.43,46.84,4.0043,24.36,25.1,4.1476
91.47,46.91,3.9996,24.59,25.1,4.1492
91.51,46.94,4.0043,24.51,25.1,4.1413
91.56,46.89,4.0075,24.43,25.1,4.1429
91.6,46.86,3.9821,24.28,25.1,4.1461
91.64,46.96,4.0028,24.12,25.1,4.1476
91.69,46.89,4.0059,24.2,25.1,4.1461
91.73,46.84,3.998,24.28,25.1,4.1492
91.77,46.89,4.0059,24.51,25.1,4.1492
91.81,46.91,4.0075,24.67,25.1,4.1461
91.85,46.91,4.0075,24.43,25.1,4.1445
91.9,46.89,3.9996,24.2,25.1,4.1476
91.94,46.96,4.0075,24.59,25.1,4.1476
91.99,47.01,3.9805,24.51,25.1,4.1461
92.03,46.94,4.0059,24.36,25.1,4.1445
92.07,46.94,3.9996,24.75,25.1,4.1445
92.11,46.96,4.0059,24.36,25.1,4.1461
92.15,46.96,4.0043,24.43,25.1,4.1492
92.2,46.96,4.0059,24.59,25.1,4.1492
92.24,46.89,4.0091,24.67,25.1,4.1476
92.28,46.96,4.0059,24.2,25.1,4.1476
92.32,46.84,4.0059,24.43,25.1,4.1461
92.37,46.81,3.9805,24.51,25.1,4.1508
92.41,46.91,4.0091,24.51,25.1,4.1476
92.45,46.86,4.0091,24.28,25.1,4.154
92.5,46.79,4.0028,24.2,25.1,4.1492
92.54,46.91,4.0075,24.36,25.1,4.1429
92.58,46.86,3.998,24.36,25.1,4.1445
92.62,46.94,4.0012,24.36,25.1,4.1492
92.66,46.98,3.9932,24.75,25.1,4.1492
92.71,46.91,4.0043,24.51,25.1,4.1461
92.75,46.96,3.9836,24.43,25.1,4.1524
92.8,46.91,4.0043,24.59,25.1,4.1508
92.84,46.94,4.0075,24.51,25.1,4.1461
92.88,46.91,4.0028,24.43,25.1,4.1476
92.92,46.89,4.0012,24.12,25.1,4.1476
92.96,46.96,4.0043,24.36,25.1,4.1461
93.01,46.91,4.0028,24.67,25.1,4.1429
93.05,46.89,4.0043,24.43,25.1,4.1461
93.09,46.89,4.0075,24.59,25.1,4.1413
93.14,46.96,3.9852,24.51,25.1,4.1476
93.18,46.89,4.0043,24.43,25.1,4.1461
93.22,46.86,4.0075,24.51,25.1,4.1508
93.26,46.94,4.0059,24.28,25.1,4.1476
93.31,46.86,4.0043,24.43,25.1,4.1461
93.35,46.94,4.0107,24.28,25.1,4.1413
93.39,46.94,4.0028,24.43,25.1,4.1476
93.43,46.89,3.9996,24.51,25.1,4.1429
93.47,46.86,4.0043,24.43,25.1,4.1476
93.52,46.91,3.9805,23.88,25.1,4.1508
93.56,46.91,4.0028,24.51,25.1,4.1461
93.63,46.96,3.9789,24.12,25.1,4.1445
93.67,46.89,3.9773,24.36,25.1,4.1476
93.71,46.96,3.9836,24.51,25.1,4.1461
93.75,46.89,3.9805,24.36,25.1,4.1461
93.8,46.96,3.9789,24.12,25.1,4.1397
93.84,46.94,3.9805,24.28,25.1,4.1461
93.88,46.91,3.9805,24.28,25.1,4.1476
93.93,46.91,3.9836,24.59,25.1,4.1461
93.97,46.94,3.9821,24.43,25.1,4.1461
94.01,46.89,4.0028,24.12,25.1,4.1508
94.05,46.89,4.0059,24.43,25.1,4.1508
94.1,46.86,4.0075,24.43,25.1,4.1445
94.14,46.91,4.0059,24.43,25.1,4.1429
94.18,46.86,4.0043,24.67,25.1,4.1476
94.22,46.89,4.0012,24.36,25.1,4.1476
94.26,46.96,4.0043,24.36,25.1,4.1492
94.31,46.91,4.0059,24.43,25.1,4.1413
94.35,46.91,3.9852,24.59,25.1,4.1445
94.4,46.94,4.0028,24.28,25.1,4.1476
94.44,46.86,4.0091,24.36,25.1,4.1461
94.48,46.89,4.0028,24.36,25.1,4.1476
94.52,46.89,4.0075,24.28,25.1,4.1492
94.56,46.94,4.0059,24.51,25.1,4.1461
94.61,46.94,4.0012,24.36,25.1,4.1476
94.65,46.96,4.0059,24.28,25.1,4.1413
94.69,47.01,4.0012,24.36,25.1,4.1445
94.74,46.91,3.9821,24.51,25.1,4.1508
94.78,46.94,3.998,24.59,25.1,4.1445
94.82,46.89,3.9996,24.36,25.1,4.1476
94.86,47.03,4.0091,24.51,25.1,4.1476
94.91,46.96,3.9964,24.28,25.1,4.1429
94.95,46.94,4.0028,24.36,25.1,4.1476
94.99,47.01,4.0028,24.28,25.1,4.1445
95.03,46.96,4.0043,24.43,25.1,4.1445
95.07,46.96,4.0043,24.43,25.1,4.1429
95.12,46.96,3.9821,24.51,25.1,4.1445
95.16,46.96,4.0043,24.36,25.1,4.1461
95.21,46.94,4.0091,24.36,25.1,4.1476
95.25,47.03,4.0043,24.51,25.1,4.1413
95.29,46.98,4.0059,24.51,25.1,4.1445
95.33,46.98,4.0043,24.36,25.1,4.1413
95.37,46.91,4.0043,24.36,25.1,4.1508
95.42,47.01,4.0059,24.59,25.1,4.1476
95.46,46.96,4.0028,24.51,25.1,4.1445
95.51,47.03,3.9821,24.28,25.1,4.1445
95.55,46.96,4.0012,24.43,25.1,4.1492
95.59,46.94,4.0028,24.59,25.1,4.1461
95.63,46.94,4.0043,24.2,25.1,4.1476
95.67,46.96,4.0059,24.2,25.1,4.1492
95.72,46.96,4.0091,24.43,25.1,4.1445
95.76,46.98,3.9964,24.43,25.1,4.1461
95.8,46.89,3.9996,24.67,25.1,4.1461
95.84,46.91,4.0043,24.59,25.1,4.1445
95.89,46.84,3.9805,24.43,25.1,4.1445
95.93,46.84,4.0028,24.59,25.1,4.1445
95.97,46.81,4.0012,24.36,25.1,4.1524
96.02,46.69,4.0107,24.36,25.1,4.1461
96.06,46.62,4.0043,24.51,25.1,4.1461
96.1,46.64,4.0043,24.43,25.1,4.1508
96.14,46.81,4.0012,24.43,25.1,4.1429
96.18,47.08,4.0012,24.43,25.1,4.1445
96.23,47.52,4.0043,24.2,25.1,4.1476
96.27,47.94,3.9821,24.04,25.1,4.1461
96.32,48.35,4.0075,24.36,25.1,4.1445
96.36,48.67,4.0012,24.59,25.1,4.1476
96.4,49.06,4.0028,24.43,25.1,4.1461
96.44,49.4,4.0107,24.12,25.1,4.1461
96.48,49.69,4.0028,24.59,25.1,4.1429
96.53,49.99,4.0091,24.43,25.1,4.1429
96.57,49.99,4.0059,24.43,25.1,4.1445
96.61,50.04,4.0043,24.59,25.1,4.1476
96.66,50.09,3.998,24.67,25.1,4.1461
96.7,50.01,3.9821,24.36,25.1,4.1476
96.74,50.01,4.0059,24.2,25.1,4.1445
96.78,50.04,4.0091,24.43,25.1,4.1413
96.83,50.11,3.9932,24.43,25.1,4.1445
96.87,50.06,4.0028,24.43,25.1,4.1461
96.91,50.09,4.0028,24.43,25.1,4.1445
96.95,50.04,3.9996,24.36,25.1,4.1476
96.99,50.13,4.0059,24.51,25.1,4.1476
97.04,50.09,3.998,24.51,25.1,4.1429
97.08,50.11,3.9821,24.28,25.1,4.1492
97.13,50.16,4.0059,24.28,25.1,4.1461
97.17,50.11,4.0075,24.28,25.1,4.1476
97.21,50.06,4.0043,24.36,25.1,4.1492
97.25,50.06,4.0059,24.59,25.1,4.1492
97.29,50.06,3.998,24.2,25.1,4.1476
97.34,50.11,4.0091,24.2,25.1,4.1445
97.38,50.06,3.9996,24.51,25.1,4.1445
97.42,50.04,4.0028,24.2,25.1,4.1508
97.47,50.13,3.9805,24.51,25.1,4.1524
97.51,50.09,4.0059,24.67,25.1,4.1476
97.55,50.09,4.0043,24.36,25.1,4.1476
97.59,50.04,4.0012,24.51,25.1,4.1461
97.66,50.11,3.9789,24.12,25.1,4.1461
97.7,50.11,3.9789,24.36,25.1,4.1429
97.74,50.09,3.9836,24.67,25.1,4.154
97.78,50.09,3.9789,24.51,25.1,4.1445
97.83,50.06,3.9741,24.43,25.1,4.1413
97.87,50.11,3.9805,24.36,25.1,4.1429
97.92,50.04,3.9996,24.28,25.1,4.1429
97.96,50.09,3.998,24.51,25.1,4.1508
98.0,50.06,4.0012,24.36,25.1,4.1461
98.04,50.04,4.0075,24.36,25.1,4.1508
98.08,50.06,4.0075,24.67,25.1,4.1476
98.13,50.09,4.0028,24.59,25.1,4.1429
98.17,50.11,4.0075,24.43,25.1,4.1461
98.21,50.06,4.0028,24.51,25.1,4.1429
98.26,50.06,3.9868,24.51,25.1,4.1508
98.3,50.01,4.0075,24.28,25.1,4.1492
98.34,50.04,4.0075,24.43,25.1,4.1476
98.39,50.06,4.0059,24.28,25.1,4.1461
98.43,50.09,4.0043,24.28,25.1,4.1476
98.47,50.06,3.9996,24.43,25.1,4.1461
98.51,50.06,4.0059,24.36,25.1,4.1476
98.55,50.01,4.0028,24.43,25.1,4.1461
98.6,50.01,4.0043,24.36,25.1,4.1429
98.64,50.09,3.9789,24.2,25.1,4.1445
98.69,50.06,4.0059,24.59,25.1,4.1492
98.73,50.04,4.0028,24.51,25.1,4.1461
98.77,50.01,4.0012,24.36,25.1,4.1461
98.81,50.09,4.0012,24.2,25.1,4.1445
98.85,50.06,4.0075,24.43,25.1,4.1476
98.9,49.99,3.9948,24.43,25.1,4.1476
98.94,50.04,4.0075,24.59,25.1,4.1476
98.98,49.99,3.9996,24.43,25.1,4.1492
99.03,49.99,3.9789,24.28,25.1,4.1461
99.07,50.06,4.0043,24.36,25.1,4.1445
99.11,50.06,4.0028,24.67,25.1,4.1476
99.15,50.04,4.0043,24.51,25.1,4.1445
99.2,49.96,4.0012,24.04,25.1,4.1492
99.24,50.01,4.0012,24.43,25.1,4.1524
99.28,50.06,4.0091,24.43,25.1,4.1461
99.32,50.01,4.0059,24.51,25.1,4.1476
99.36,49.99,4.0028,24.28,25.1,4.1461
99.41,50.04,4.0091,24.43,25.1,4.1413
99.45,50.04,3.9805,24.36,25.1,4.1461
99.5,50.04,4.0059,24.51,25.1,4.1461
99.54,49.96,4.0043,24.28,25.1,4.1508
99.58,50.06,4.0028,24.36,25.1,4.1445
99.62,50.04,3.9964,24.28,25.1,4.1429
99.66,50.04,4.0043,24.36,25.1,4.1508
99.71,50.01,4.0059,24.36,25.1,4.1476
99.75,49.96,3.9996,24.2,25.1,4.1445
99.8,50.01,3.998,24.36,25.1,4.1445
99.84,50.01,3.9805,24.43,25.1,4.1476
99.88,50.01,3.9996,24.51,25.1,4.1476
99.92,50.04,3.9996,24.28,25.1,4.1476
99.96,50.01,4.0043,24.36,25.1,4.1429
100.0,49.96,4.0059,24.43,25.1,4.1429
100.05,50.01,4.0043,24.36,25.1,4.1445
100.09,50.01,3.998,24.36,25.1,4.1429
100.13,50.04,4.0075,24.36,25.1,4.1476
100.18,49.96,3.998,24.59,25.1,4.1461
100.22,50.04,3.9821,24.51,25.1,4.1508
100.26,49.99,4.0043,24.43,25.1,4.1461
100.3,49.99,4.0028,24.43,25.1,4.1476
100.35,49.96,4.0043,24.28,25.1,4.1461
100.39,50.06,4.0028,24.2,25.1,4.1508
100.43,50.04,4.0043,24.2,25.1,4.1461
100.47,50.01,4.0043,24.51,25.1,4.1476
100.51,49.96,4.0059,24.43,25.1,4.1476
100.56,50.04,3.9852,23.96,25.1,4.1476
100.6,50.04,3.9964,24.2,25.1,4.1476
100.65,49.96,4.0028,24.2,25.1,4.1524
100.69,50.01,4.0012,24.2,25.1,4.1461
100.73,50.04,4.0075,24.28,25.1,4.1445
100.77,50.01,4.0012,24.36,25.1,4.1476
100.81,50.01,4.0043,24.51,25.1,4.1476
100.86,49.96,3.9996,24.51,25.1,4.1492
100.9,50.01,4.0043,24.43,25.1,4.1445
100.95,50.04,3.9852,24.28,25.1,4.1508
100.99,50.04,4.0043,24.36,25.1,4.1476
101.03,50.01,4.0091,24.12,25.1,4.1492
101.07,49.99,4.0075,24.59,25.1,4.1556
101.11,50.01,4.0091,24.36,25.1,4.1445
101.16,50.06,4.0028,24.43,25.1,4.1429
101.2,50.06,4.0075,24.36,25.1,4.1492
101.24,49.96,4.0091,24.43,25.1,4.1476
101.28,50.04,4.0012,24.36,25.1,4.1476
101.33,50.06,3.9805,24.36,25.1,4.1429
101.37,50.01,4.0075,24.59,25.1,4.1445
101.41,50.06,3.9996,24.36,25.1,4.1461
101.46,49.99,4.0028,24.2,25.1,4.1445
101.5,50.04,4.0028,24.28,25.1,4.1508
101.54,50.01,4.0059,24.36,25.1,4.1492
101.58,50.11,4.0012,24.04,25.1,4.1429
101.62,50.09,3.9996,24.12,25.1,4.1413
101.69,49.99,3.9868,24.04,25.1,4.1476
101.74,50.06,3.9789,24.36,25.1,4.1429
101.78,50.06,4.0043,24.36,25.1,4.1492
101.82,50.01,4.0043,24.28,25.1,4.1429
101.86,50.04,4.0043,24.43,25.1,4.1445
101.9,50.11,4.0028,24.36,25.1,4.1492
101.95,50.11,3.998,24.59,25.1,4.1461
101.99,50.01,4.0091,24.43,25.1,4.1476
102.03,50.11,4.0043,24.43,25.1,4.1476
102.07,50.09,4.0059,24.12,25.1,4.1429
102.13,50.01,3.9805,24.36,25.1,4.1476
102.17,50.09,4.0075,23.96,25.1,4.1461
102.22,50.04,4.0028,24.43,25.1,4.1476
102.26,50.04,4.0043,24.43,25.1,4.1461
102.3,50.01,4.0091,24.28,25.1,4.1476
102.34,50.04,4.0028,24.36,25.1,4.1429
102.38,50.06,3.9996,24.2,25.1,4.1461
102.43,50.01,4.0075,24.2,25.1,4.1524
102.47,50.06,4.0043,24.51,25.1,4.1445
102.52,50.06,3.9773,24.28,25.1,4.1492
102.56,50.09,3.9996,24.51,25.1,4.1461
102.6,50.11,3.9996,24.28,25.1,4.1461
102.64,50.09,4.0043,24.36,25.1,4.1508
102.68,50.06,4.0059,24.2,25.1,4.1429
102.73,50.09,3.9996,24.2,25.1,4.1429
102.77,50.11,4.0059,24.51,25.1,4.1508
102.81,49.99,4.0028,24.12,25.1,4.1429
102.86,50.11,3.9805,23.96,25.1,4.1461
102.9,50.09,4.0012,24.43,25.1,4.1461
102.94,50.09,4.0059,24.28,25.1,4.1476
102.98,50.09,4.0075,24.59,25.1,4.1429
103.03,50.09,3.998,24.2,25.1,4.1461
103.07,50.11,4.0043,24.28,25.1,4.1508
103.11,50.06,4.0075,24.2,25.1,4.1429
103.15,50.11,4.0075,24.43,25.1,4.1508
103.19,50.06,4.0059,24.28,25.1,4.1461
103.24,50.16,3.9821,24.59,25.1,4.1476
103.28,50.11,4.0012,24.43,25.1,4.1492
103.33,50.11,4.0091,24.36,25.1,4.1476
103.37,50.09,4.0059,24.51,25.1,4.1476
103.41,50.11,4.0012,24.36,25.1,4.1461
103.45,50.09,4.0059,24.28,25.1,4.1461
103.49,50.13,4.0059,24.51,25.1,4.1492
103.54,50.11,4.0059,24.2,25.1,4.1461
103.58,50.16,4.0028,24.59,25.1,4.1461
103.63,50.11,3.9805,24.28,25.1,4.1461
103.67,50.06,4.0012,24.36,25.1,4.1476
103.71,50.11,4.0043,24.28,25.1,4.1476
103.75,50.11,4.0012,24.59,25.1,4.1508
103.79,50.13,4.0107,24.36,25.1,4.1524
103.84,50.09,4.0059,24.51,25.1,4.1445
103.88,50.16,4.0059,24.51,25.1,4.1445
103.92,50.13,4.0043,24.36,25.1,4.1397
103.96,50.18,3.998,24.2,25.1,4.1429
104.01,50.13,3.9805,24.28,25.1,4.1492
104.05,50.11,4.0043,24.59,25.1,4.1445
104.09,50.09,4.0123,24.36,25.1,4.1476
104.14,50.16,4.0075,24.28,25.1,4.1461
104.18,50.09,3.9996,24.59,25.1,4.1461
104.22,50.11,4.0059,24.43,25.1,4.1476
104.26,50.13,4.0059,24.28,25.1,4.1413
104.3,50.23,4.0028,24.2,25.1,4.1492
104.35,50.18,4.0028,24.2,25.1,4.1476
104.39,49.99,3.9789,24.12,25.1,4.1461
104.44,50.11,4.0107,24.36,25.1,4.1476
104.48,50.21,4.0028,24.28,25.1,4.1476
104.52,50.16,4.0059,24.28,25.1,4.1445
104.56,50.11,3.9996,24.43,25.1,4.1429
104.6,50.16,3.9996,24.28,25.1,4.1413
104.65,50.18,4.0075,24.59,25.1,4.1429
104.69,50.13,4.0043,24.2,25.1,4.1413
104.74,50.16,3.9996,24.36,25.1,4.1445
104.78,50.18,3.9821,24.43,25.1,4.1429
104.82,50.13,3.9948,24.36,25.1,4.1461
104.86,50.13,4.0028,24.36,25.1,4.1445
104.9,50.11,4.0075,24.43,25.1,4.1476
104.95,50.16,4.0043,24.36,25.1,4.1461
104.99,50.16,4.0107,24.43,25.1,4.1429
105.03,50.13,4.0107,24.28,25.1,4.1476
105.07,50.16,4.0028,24.2,25.1,4.1508
105.12,50.23,3.9805,23.96,25.1,4.1476
105.16,50.11,4.0028,24.28,25.1,4.1476
105.2,50.16,3.998,24.43,25.1,4.1461
105.25,50.13,4.0059,24.36,25.1,4.1461
105.29,50.11,4.0043,24.43,25.1,4.1445
105.33,50.16,4.0028,24.36,25.1,4.1429
