Time [us], A0, A1
18889612,264,393
18892380,266,400
18895156,263,401
18897932,263,400
18900692,261,399
18903472,263,393
18906236,262,393
18909004,264,400
18911780,263,400
18914548,260,400
18917316,264,399
18920092,263,392
18922868,263,393
18925640,264,400
18928416,264,400
18931188,264,400
18933956,264,399
18936724,262,392
18939492,265,393
18942268,263,400
18945048,265,400
18947820,263,400
18950596,266,399
18953364,262,392
18956132,260,393
18958916,263,400
18961684,264,401
18964456,264,400
18967228,262,400
18970004,263,393
18972772,266,393
18975540,265,400
18978308,263,400
18981084,264,400
18983852,264,400
18986620,264,393
18989396,262,393
18992168,264,400
18994940,263,400
18997716,264,400
19000484,263,400
19003244,263,393
19006020,263,392
19008788,262,400
19011556,262,400
19014332,263,400
19017108,260,400
19019868,259,393
19022636,263,393
19025404,265,400
19028172,263,400
19030940,263,400
19033716,263,400
19036480,264,393
19039252,264,392
19042012,263,400
19044788,263,400
19047556,265,400
19050324,263,400
19053092,262,393
19055860,263,392
19058620,264,400
19061396,265,401
19064172,263,400
19066948,267,400
19069724,263,393
19072500,264,392
19075260,262,400
19078028,263,400
19080804,263,400
19083572,263,400
19086332,265,393
19089108,261,392
19091884,262,400
19094652,263,400
19097424,262,400
19100196,263,400
19102956,269,393
19105732,263,392
19108500,262,400
19111268,263,401
19114048,263,400
19116820,264,400
19119596,265,393
19122364,262,392
19125132,263,400
19127916,264,400
19130692,263,400
19133468,261,400
19136236,265,393
19139020,262,392
19141788,263,400
19144556,263,400
19147332,266,400
19150108,265,400
19152868,263,393
19155644,259,392
19158416,264,400
19161188,264,401
19163964,260,400
19166740,263,400
19169500,260,393
19172268,263,392
19175044,263,400
19177828,263,400
19180612,262,400
19183380,263,400
19186148,264,393
19188924,261,392
19191692,263,400
19194464,264,400
19197236,263,400
19200016,266,400
19202780,261,393
19205556,277,392
19208324,264,399
19211100,264,400
19213876,261,400
19216644,263,400
19219404,263,393
19222180,264,392
19224948,263,400
19227724,258,400
19230492,263,400
19233268,263,400
19236044,263,393
19238812,262,392
19241580,262,399
19244356,263,400
19247132,262,400
19249900,267,400
19252676,264,393
19255448,263,392
19258212,262,399
19260988,262,400
19263756,263,400
19266516,264,400
19269292,264,394
19272068,266,392
19274836,263,399
19277604,263,401
19280372,265,400
19283140,262,400
19285892,268,394
19288660,262,392
19291424,263,399
19294196,264,400
19296972,264,400
19299748,263,400
19302516,263,394
19305284,258,392
19308044,261,399
19310812,262,400
19313572,265,400
19316340,263,400
19319116,263,394
19321888,261,392
19324652,262,398
19327432,262,400
19330204,261,400
19332972,264,400
19335748,263,394
19338516,261,392
19341276,263,398
19344052,266,400
19346828,263,400
19349604,263,400
19352364,264,394
19355140,264,392
19357916,263,398
19360676,264,400
19363456,264,400
19366228,261,400
19369000,262,394
19371772,263,392
19374548,263,398
19377308,263,400
19380084,261,400
19382860,265,400
19385628,263,394
19388396,265,392
19391172,263,398
19393948,263,400
19396724,261,400
19399492,263,400
19402260,261,394
19405028,263,392
19407796,263,398
19410556,264,400
19413324,263,400
19416108,262,400
19418876,264,394
19421652,262,392
19424412,261,398
19427172,263,400
19429940,263,400
19432708,263,400
19435480,263,394
19438252,265,392
19441020,263,397
19443780,262,400
19446540,262,400
19449316,263,400
19452092,264,394
19454868,263,392
19457644,263,398
19460412,266,400
19463184,263,400
19465956,262,400
19468732,265,394
19471492,264,392
19474260,263,397
19477036,262,400
19479804,264,400
19482572,266,400
19485348,263,395
19488124,263,392
19490888,260,396
19493652,263,400
19496424,265,400
19499196,262,400
19501972,264,395
19504748,267,392
19507524,262,397
19510292,263,400
19513060,263,400
19515836,264,400
19518604,259,394
19521372,264,392
19524140,263,396
19526908,263,400
19529660,264,400
19532440,263,400
19535212,262,395
19537988,258,392
19540756,262,396
19543532,264,400
19546300,263,400
19549076,264,400
19551844,263,395
19554620,263,392
19557392,265,396
19560164,263,400
19562932,261,400
19565700,262,400
19568472,257,394
19571244,263,392
19574020,266,396
19576788,260,400
19579556,262,400
19582324,264,400
19585096,261,395
19587868,263,392
19590644,263,396
19593404,264,400
19596172,262,400
19598956,265,400
19601732,266,394
19604504,268,392
19607276,262,396
19610052,262,400
19612820,264,400
19615588,264,400
19618364,256,395
19621132,265,392
19623908,264,396
19626676,263,400
19629440,262,400
19632212,264,400
19634980,265,396
19637764,263,392
19640532,264,396
19643292,262,400
19646076,264,400
19648860,262,400
19651632,268,396
19654396,263,392
19657180,264,395
19659948,262,400
19662716,264,400
19665488,265,400
19668252,264,396
19671020,260,392
19673796,262,395
19676572,265,400
19679332,263,400
19682108,263,400
19684884,263,396
19687652,263,392
19690424,263,395
19693196,265,400
19695964,264,400
19698736,264,400
19701508,260,396
19704284,265,392
19707052,264,395
19709828,261,400
19712604,263,401
19715380,266,400
19718156,262,396
19720924,264,392
19723692,260,395
19726456,263,401
19729212,264,400
19731988,263,400
19734764,263,396
19737524,259,392
19740284,262,395
19743052,262,400
19745832,265,400
19748604,265,400
19751372,264,396
19754140,261,392
19756908,264,395
19759676,263,400
19762440,263,400
19765204,263,400
19767980,262,396
19770756,263,392
19773524,264,394
19776284,262,401
19779060,263,401
19781828,265,400
19784596,263,397
19787372,264,392
19790148,265,394
19792924,264,400
19795684,263,400
19798464,264,400
19801228,262,397
19804004,262,392
19806780,259,394
19809548,263,400
19812308,265,401
19815084,262,400
19817852,261,397
19820620,263,392
19823380,263,394
19826156,264,400
19828924,263,400
19831692,263,400
19834472,264,397
19837244,257,393
19840028,266,393
19842796,264,400
19845556,264,400
19848316,263,401
19851076,264,397
19853860,264,391
19856620,265,394
19859388,264,400
19862156,261,400
19864924,263,400
19867696,263,397
19870472,262,392
19873236,264,394
19876012,265,400
19878772,263,400
19881540,264,401
19884308,263,398
19887076,265,392
19889852,266,394
19892620,262,401
19895388,263,401
19898164,264,400
19900940,263,398
19903708,264,392
19906480,262,393
19909252,264,400
19912028,263,400
19914800,261,400
19917572,267,398
19920348,263,392
19923116,264,394
19925892,262,400
19928668,263,400
19931448,264,400
19934220,263,398
19936988,266,392
19939764,258,393
19942524,265,400
19945284,263,400
19948060,262,400
19950836,263,398
19953612,264,392
19956380,266,393
19959156,264,400
19961928,265,400
19964700,264,400
19967480,264,398
19970252,266,392
19973012,261,393
19975788,264,400
19978548,260,400
19981324,263,401
19984092,263,398
19986868,262,392
19989636,260,393
19992404,261,400
19995172,264,401
19997940,264,400
20000700,266,399
20003480,262,393
20006244,266,393
20009020,262,400
20011788,263,400
20014556,264,400
20017316,264,399
20020084,261,392
20022860,264,393
20025628,263,400
20028388,264,400
20031164,262,400
20033948,263,399
20036716,266,393
20039488,264,393
20042260,263,400
20045028,263,401
20047796,263,401
20050572,263,399
20053340,263,392
20056116,264,393
20058876,264,400
20061644,264,400
20064412,260,400
20067188,263,399
20069972,263,392
20072748,262,393
20075508,263,400
20078284,264,400
20081060,262,400
20083828,264,400
20086588,259,392
20089356,265,393
20092124,265,400
20094900,263,400
20097676,265,400
20100448,265,400
20103216,265,393
20105988,266,393
20108756,265,400
20111524,265,400
20114284,264,400
20117052,264,400
20119812,266,393
20122580,268,392
20125348,265,400
20128124,266,400
20130892,264,400
20133660,264,400
20136432,267,393
20139196,266,392
20141964,266,400
20144740,264,400
20147516,267,400
20150288,266,400
20153060,263,393
20155836,264,393
20158596,265,400
20161364,267,400
20164140,266,400
20166908,265,400
20169668,267,393
20172448,264,392
20175220,267,400
20177996,268,400
20180764,268,400
20183540,267,400
20186300,268,393
20189076,263,392
20191844,267,400
20194612,268,401
20197384,269,400
20200156,267,400
20202932,269,393
20205700,269,392
20208464,269,400
20211244,268,400
20214020,270,400
20216796,268,400
20219556,262,393
20222324,271,392
20225096,269,400
20227868,269,401
20230644,271,400
20233404,268,400
20236172,270,393
20238948,274,392
20241724,271,400
20244496,272,400
20247252,273,400
20250020,272,401
20252796,273,393
20255564,274,392
20258332,273,399
20261108,275,400
20263876,273,400
20266644,274,400
20269412,275,393
20272184,274,392
20274964,273,399
20277740,274,400
20280508,274,400
20283268,272,400
20286044,275,393
20288820,276,392
20291596,276,399
20294356,277,400
20297132,279,400
20299900,278,400
20302668,279,394
20305440,277,392
20308204,279,399
20310980,279,400
20313756,280,400
20316524,279,400
20319296,276,394
20322068,280,392
20324844,279,399
20327620,280,401
20330388,281,400
20333164,281,400
20335932,283,393
20338708,281,392
20341480,284,399
20344252,285,400
20347028,283,400
20349804,284,400
20352572,287,393
20355340,286,392
20358108,284,399
20360892,285,400
20363660,287,400
20366428,286,400
20369188,289,394
20371964,286,392
20374732,288,399
20377504,285,400
20380276,288,400
20383052,288,400
20385824,292,394
20388596,289,392
20391364,289,399
20394140,287,400
20396916,290,400
20399692,291,400
20402464,286,393
20405228,292,392
20408004,293,399
20410788,294,400
20413548,294,400
20416316,296,400
20419084,290,394
20421860,298,392
20424628,296,399
20427404,298,400
20430180,296,400
20432952,297,400
20435716,299,394
20438496,298,392
20441260,299,399
20444036,299,400
20446812,299,400
20449588,301,400
20452360,299,394
20455132,300,392
20457900,299,398
20460668,302,400
20463440,301,400
20466212,305,400
20468980,300,394
20471748,303,392
20474516,304,398
20477284,305,400
20480056,305,400
20482828,307,400
20485588,307,394
20488356,307,392
20491116,307,398
20493884,306,400
20496644,308,400
20499404,308,400
20502172,308,394
20504948,308,392
20507712,309,398
20510472,308,401
20513244,313,400
20516012,311,400
20518772,313,395
20521548,313,392
20524308,312,398
20527084,312,400
20529860,314,400
20532636,316,400
20535396,313,394
20538164,310,392
20540940,315,397
20543708,317,400
20546472,318,400
20549244,318,400
20552008,320,394
20554792,320,392
20557552,320,397
20560320,322,400
20563088,321,400
20565856,321,400
20568616,321,395
20571376,321,392
20574144,320,397
20576924,322,400
20579692,322,400
20582460,324,400
20585224,326,394
20588000,324,392
20590764,328,397
20593520,326,400
20596288,326,401
20599056,328,400
20601816,330,395
20604584,328,392
20607352,330,396
20610124,328,401
20612880,332,400
20615656,331,400
20618424,327,395
20621188,333,392
20623964,332,396
20626728,332,400
20629492,335,400
20632268,334,400
20635032,335,395
20637804,337,392
20640560,335,396
20643332,337,400
20646096,333,400
20648864,338,400
20651632,340,396
20654400,341,392
20657176,342,396
20659944,341,400
20662716,342,400
20665484,340,400
20668248,346,395
20671024,347,392
20673792,340,396
20676560,341,400
20679336,342,400
20682104,345,400
20684876,343,396
20687644,346,392
20690408,346,395
20693176,345,400
20695936,347,400
20698708,347,400
20701476,346,396
20704244,351,392
20707020,349,395
20709796,349,400
20712552,350,400
20715320,351,400
20718096,351,396
20720864,350,392
20723624,351,395
20726400,352,401
20729176,352,400
20731952,353,400
20734712,356,396
20737488,353,392
20740248,358,395
20743012,354,400
20745776,355,400
20748544,357,400
20751316,359,396
20754088,358,392
20756856,360,394
20759624,361,401
20762384,357,401
20765160,363,400
20767932,374,396
20770696,361,392
20773472,364,394
20776232,365,400
20778992,366,400
20781768,365,400
20784536,369,397
20787304,366,392
20790072,369,394
20792852,364,400
20795620,369,401
20798384,366,400
20801164,369,397
20803928,371,392
20806696,369,394
20809464,370,400
20812224,372,400
20814996,374,400
20817756,373,397
20820520,372,392
20823264,377,394
20826024,377,401
20828800,381,400
20831568,379,400
20834336,376,397
20837104,380,392
20839876,379,394
20842640,382,400
20845400,381,400
20848168,384,400
20850940,384,398
20853704,385,392
20856480,388,394
20859248,386,400
20862024,386,400
20864784,386,400
20867556,388,398
20870328,392,392
20873104,390,394
20875884,391,400
20878660,388,401
20881432,390,401
20884200,390,398
20886976,394,392
20889744,394,394
20892508,398,400
20895280,394,401
20898048,397,400
20900828,396,398
20903596,398,393
20906360,398,394
20909128,399,400
20911896,400,400
20914664,397,400
20917432,402,398
20920192,401,392
20922964,402,393
20925736,404,400
20928508,408,400
20931272,405,401
20934052,407,399
20936824,409,392
20939596,408,393
20942352,409,400
20945120,411,401
20947888,409,400
20950656,409,399
20953428,412,393
20956200,413,393
20958972,414,400
20961744,414,400
20964516,414,401
20967272,416,399
20970044,412,393
20972808,415,393
20975560,416,400
20978328,417,400
20981104,421,400
20983880,419,399
20986640,420,392
20989412,419,393
20992184,421,400
20994952,420,401
20997724,423,401
21000496,425,399
21003256,426,393
21006036,425,393
21008800,426,400
21011564,428,400
21014328,427,400
21017104,426,400
21019876,428,393
21022624,426,393
21025392,432,400
21028172,432,401
21030944,431,401
21033696,433,400
21036472,433,393
21039236,435,393
21042000,435,400
21044776,438,400
21047528,435,400
21050288,435,400
21053064,436,393
21055836,442,393
21058608,442,400
21061360,443,400
21064136,441,400
21066908,443,400
21069668,444,393
21072432,445,393
21075200,446,400
21077960,446,401
21080740,447,400
21083508,453,400
21086272,448,393
21089032,451,393
21091808,451,400
21094568,454,400
21097328,450,401
21100088,452,400
21102860,454,393
21105628,454,393
21108400,456,400
21111168,455,400
21113928,455,400
21116688,459,400
21119472,457,393
21122236,460,392
21125000,458,400
21127780,462,400
21130544,460,400
21133304,462,400
21136080,462,393
21138852,465,392
21141600,462,400
21144368,464,400
21147136,463,401
21149904,465,400
21152668,470,393
21155448,468,392
21158212,469,400
21160992,467,400
21163760,470,400
21166528,471,400
21169292,470,393
21172060,469,392
21174828,470,399
21177588,473,400
21180352,475,400
21183124,474,400
21185900,478,393
21188672,480,392
21191432,477,399
21194212,478,400
21196988,479,400
21199760,479,400
21202528,480,393
21205308,479,392
21208072,482,400
21210840,481,401
21213608,483,400
21216376,483,400
21219136,485,394
21221912,486,392
21224672,486,399
21227448,489,401
21230216,488,400
21232988,489,400
21235752,489,394
21238512,490,392
21241288,491,399
21244048,492,400
21246816,489,400
21249584,491,400
21252344,493,394
21255112,495,392
21257876,494,399
21260644,494,401
21263416,497,400
21266176,497,400
21268944,496,394
21271704,497,392
21274480,499,399
21277252,499,401
21280016,500,400
21282780,501,400
21285552,500,394
21288312,502,392
21291088,505,398
21293856,504,400
21296628,501,401
21299384,505,400
21302144,506,394
21304920,506,392
21307680,507,398
21310456,508,401
21313220,507,401
21315992,507,400
21318760,510,394
21321520,509,392
21324296,510,398
21327064,513,400
21329824,512,400
21332592,513,400
21335360,515,395
21338136,516,392
21340908,513,398
21343676,516,400
21346432,515,400
21349204,518,400
21351976,519,395
21354744,522,392
21357512,522,397
21360284,520,401
21363060,522,401
21365832,520,401
21368604,523,394
21371380,525,392
21374156,524,397
21376932,524,400
21379708,525,400
