,Time [s],Light,USB,TMP36 [C],TC [C],Batt [V]
1621,75.08,44.1,4.0107,24.51,25.1,4.1429
1622,75.12,43.79,3.9789,24.28,25.1,4.1461
1623,75.16,43.47,4.0075,24.36,25.1,4.1492
1624,75.2,43.2,4.0091,24.59,25.1,4.1476
1625,75.25,42.95,4.0028,24.36,25.1,4.1445
1626,75.29,42.81,4.0075,24.51,25.1,4.1476
1627,75.33,42.69,4.0075,24.59,25.1,4.1476
1628,75.37,42.56,4.0028,24.36,25.1,4.1508
1629,75.41,42.54,4.0075,24.51,25.1,4.1476
1630,75.46,42.64,4.0075,24.59,25.1,4.1413
1631,75.5,42.59,3.9852,24.28,25.1,4.1461
1632,75.55,42.66,3.998,24.59,25.1,4.1445
1633,75.59,42.61,4.0043,24.75,25.1,4.1476
1634,75.63,42.66,4.0043,24.67,25.1,4.1476
1635,75.67,42.66,4.0028,24.43,25.1,4.1445
1636,75.71,42.71,4.0075,24.59,25.1,4.1492
1637,75.76,42.69,4.0059,24.43,25.1,4.1445
1638,75.8,42.64,4.0028,24.67,25.1,4.1381
1639,75.84,42.71,3.998,24.59,25.1,4.1445
1640,75.89,42.81,3.9773,24.28,25.1,4.1429
1641,75.93,42.78,4.0012,24.36,25.1,4.1445
1642,75.97,42.76,3.9964,24.2,25.1,4.1445
1643,76.01,42.64,4.0043,24.51,25.1,4.1476
1644,76.06,42.66,4.0075,24.51,25.1,4.1461
1645,76.1,42.61,4.0028,24.59,25.1,4.1397
1646,76.14,42.64,4.0059,24.43,25.1,4.1461
1647,76.18,42.56,4.0075,24.36,25.1,4.1508
1648,76.22,42.42,4.0028,24.43,25.1,4.1461
1649,76.27,42.3,3.9805,24.51,25.1,4.1461
1650,76.31,42.2,4.0091,24.59,25.1,4.1476
1651,76.36,42.2,4.0043,24.2,25.1,4.1476
1652,76.4,42.2,4.0059,24.43,25.1,4.1429
1653,76.44,42.22,4.0059,24.67,25.1,4.1476
1654,76.48,42.25,4.0059,24.51,25.1,4.1461
1655,76.52,42.25,4.0059,24.43,25.1,4.1476
1656,76.57,42.25,4.0091,24.51,25.1,4.1445
1657,76.61,42.25,3.9964,24.59,25.1,4.1492
1658,76.66,42.17,3.9757,24.67,25.1,4.1476
1659,76.7,42.27,4.0059,24.67,25.1,4.1445
1660,76.74,42.2,4.0012,24.43,25.1,4.1461
1661,76.78,42.15,3.9996,24.51,25.1,4.1524
1662,76.82,42.27,4.0043,24.43,25.1,4.1508
1663,76.87,42.32,4.0028,24.59,25.1,4.1429
1664,76.91,42.3,4.0091,24.36,25.1,4.1461
1665,76.95,42.22,4.0043,24.75,25.1,4.1492
1666,76.99,42.25,4.0059,24.51,25.1,4.1508
1667,77.04,42.34,3.9836,24.28,25.1,4.1492
1668,77.08,42.34,4.0043,24.43,25.1,4.1461
1669,77.12,42.32,4.0028,24.75,25.1,4.1476
1670,77.17,42.42,4.0012,24.43,25.1,4.1492
1671,77.21,42.32,4.0075,24.59,25.1,4.1476
1672,77.25,42.32,4.0059,24.51,25.1,4.1461
1673,77.29,42.27,4.0059,24.43,25.1,4.1397
1674,77.33,42.39,4.0028,24.67,25.1,4.1461
1675,77.38,42.25,4.0107,24.51,25.1,4.1476
1676,77.42,42.2,4.0091,24.28,25.1,4.1445
1677,77.47,42.22,3.9757,24.43,25.1,4.1492
1678,77.53,42.17,3.9836,24.12,25.1,4.1476
1679,77.57,42.25,3.9852,24.43,25.1,4.1445
1680,77.61,42.2,3.9805,24.59,25.1,4.1461
1681,77.66,42.22,3.9789,24.67,25.1,4.1413
1682,77.7,42.2,3.9852,24.36,25.1,4.1461
1683,77.74,42.15,3.9757,24.36,25.1,4.1445
1684,77.78,42.1,3.9868,24.43,25.1,4.1461
1685,77.83,42.08,3.9805,24.43,25.1,4.1445
1686,77.87,42.05,3.9852,24.51,25.1,4.1508
1687,77.91,42.08,4.0028,24.43,25.1,4.1445
1688,77.96,42.03,3.998,24.43,25.1,4.1492
1689,78.0,42.1,4.0028,24.59,25.1,4.1445
1690,78.04,42.15,4.0012,24.28,25.1,4.1476
1691,78.08,42.1,4.0075,24.51,25.1,4.1445
1692,78.12,42.08,4.0091,24.43,25.1,4.1492
1693,78.17,42.03,3.998,24.51,25.1,4.1492
1694,78.21,41.93,4.0028,24.51,25.1,4.1445
1695,78.26,42.05,3.9821,24.67,25.1,4.1461
1696,78.3,42.12,4.0059,24.51,25.1,4.1445
1697,78.34,42.05,4.0012,24.43,25.1,4.1476
1698,78.38,41.95,4.0028,24.51,25.1,4.1476
1699,78.42,41.88,4.0028,24.43,25.1,4.1461
1700,78.47,41.68,4.0028,24.43,25.1,4.1461
1701,78.51,41.61,4.0043,24.59,25.1,4.1476
1702,78.55,41.44,4.0091,24.43,25.1,4.1476
1703,78.59,40.83,3.998,24.43,25.1,4.1397
1704,78.64,40.44,3.9852,24.36,25.1,4.1476
1705,78.68,40.85,4.0075,24.67,25.1,4.1429
1706,78.72,41.0,4.0028,24.12,25.1,4.1461
1707,78.77,40.95,4.0028,24.59,25.1,4.1492
1708,78.81,40.93,4.0043,24.67,25.1,4.1492
1709,78.85,40.81,4.0012,24.51,25.1,4.1492
1710,78.89,40.61,3.998,24.51,25.1,4.1508
1711,78.93,40.34,4.0012,24.59,25.1,4.1492
1712,78.98,40.2,3.998,24.51,25.1,4.1413
1713,79.02,39.98,3.9821,24.51,25.1,4.1461
1714,79.07,39.88,4.0028,24.43,25.1,4.1476
1715,79.11,39.93,3.9996,24.51,25.1,4.1476
1716,79.15,39.8,4.0012,24.59,25.1,4.1492
1717,79.19,39.58,4.0012,24.36,25.1,4.1476
1718,79.23,39.54,4.0059,24.51,25.1,4.1461
1719,79.28,39.58,3.998,24.67,25.1,4.1492
1720,79.32,39.78,4.0043,24.59,25.1,4.1445
1721,79.36,40.1,4.0059,24.28,25.1,4.1461
1722,79.41,40.68,3.9852,24.51,25.1,4.1445
1723,79.45,41.44,4.0075,24.51,25.1,4.1524
1724,79.49,42.17,4.0091,24.75,25.1,4.1461
1725,79.53,42.98,4.0091,24.36,25.1,4.1492
1726,79.58,43.76,4.0028,24.51,25.1,4.1461
1727,79.62,44.32,4.0059,24.67,25.1,4.1461
1728,79.66,45.05,4.0028,24.43,25.1,4.1461
1729,79.7,45.59,3.9996,24.43,25.1,4.1508
1730,79.74,45.98,4.0059,24.75,25.1,4.1445
1731,79.79,46.45,3.9805,24.2,25.1,4.1492
1732,79.83,46.76,3.998,24.67,25.1,4.1429
1733,79.88,47.16,3.9996,24.43,25.1,4.1492
1734,79.92,47.5,3.9996,24.67,25.1,4.1445
1735,79.96,47.77,3.9964,24.43,25.1,4.1429
1736,80.0,48.08,4.0043,24.43,25.1,4.1461
1737,80.04,48.42,4.0043,24.28,25.1,4.1476
1738,80.09,48.72,4.0043,24.36,25.1,4.1492
1739,80.13,49.26,4.0059,24.75,25.1,4.1476
1740,80.18,49.4,4.0059,24.59,25.1,4.1461
1741,80.22,49.57,3.9836,24.28,25.1,4.1445
1742,80.26,49.67,4.0012,24.51,25.1,4.154
1743,80.3,49.82,4.0059,24.51,25.1,4.1508
1744,80.34,49.84,4.0059,24.36,25.1,4.1461
1745,80.39,49.87,4.0059,24.59,25.1,4.1461
1746,80.43,49.91,4.0043,24.51,25.1,4.1461
1747,80.47,49.96,4.0043,24.75,25.1,4.1461
1748,80.51,49.99,4.0075,24.43,25.1,4.1492
1749,80.56,50.01,4.0059,24.51,25.1,4.1445
1750,80.6,50.04,3.9821,24.36,25.1,4.1508
1751,80.64,49.96,4.0012,24.59,25.1,4.1508
1752,80.69,50.09,3.9964,24.51,25.1,4.1492
1753,80.73,49.99,4.0028,24.59,25.1,4.1508
1754,80.77,50.04,3.9964,24.67,25.1,4.1445
1755,80.81,50.06,4.0012,24.2,25.1,4.1461
1756,80.85,50.11,3.9996,24.36,25.1,4.1429
1757,80.9,50.13,4.0012,24.36,25.1,4.1461
1758,80.94,50.11,3.998,24.51,25.1,4.1413
1759,81.0,50.06,3.9773,24.28,25.1,4.1461
1760,81.04,50.13,4.0043,24.51,25.1,4.1476
1761,81.08,50.13,4.0091,24.43,25.1,4.1476
1762,81.13,50.11,4.0091,24.75,25.1,4.1476
1763,81.17,50.09,4.0059,24.51,25.1,4.1476
1764,81.21,50.13,3.998,24.43,25.1,4.1476
1765,81.25,50.09,4.0043,24.36,25.1,4.1413
1766,81.29,50.13,3.9996,24.59,25.1,4.1508
1767,81.34,50.13,4.0059,24.36,25.1,4.1461
1768,81.38,50.09,3.9789,24.43,25.1,4.1492
1769,81.43,50.11,4.0075,24.43,25.1,4.1476
1770,81.47,50.16,3.9996,24.43,25.1,4.1445
1771,81.53,50.13,3.9773,23.96,25.1,4.1461
1772,81.57,50.13,3.9836,24.36,25.1,4.1476
1773,81.62,50.09,3.9773,24.51,25.1,4.1429
1774,81.66,50.11,3.9836,24.51,25.1,4.1445
1775,81.7,50.18,3.9757,24.51,25.1,4.1413
1776,81.74,50.11,3.9789,24.36,25.1,4.1429
1777,81.79,50.13,3.9852,24.51,25.1,4.1476
1778,81.83,50.09,4.0059,24.28,25.1,4.1492
1779,81.87,50.16,3.998,24.59,25.1,4.1476
1780,81.92,50.11,3.998,24.43,25.1,4.1492
1781,81.96,50.09,4.0028,24.43,25.1,4.1445
1782,82.0,50.09,4.0012,24.83,25.1,4.1508
1783,82.04,50.06,4.0043,24.28,25.1,4.1461
1784,82.08,50.16,4.0043,24.36,25.1,4.1508
1785,82.13,50.09,4.0059,24.43,25.1,4.1429
1786,82.17,50.09,3.9805,24.43,25.1,4.1461
1787,82.22,50.09,4.0059,24.36,25.1,4.1476
1788,82.26,50.11,4.0043,24.36,25.1,4.1476
1789,82.3,50.16,3.998,24.51,25.1,4.1476
1790,82.34,50.11,4.0107,24.28,25.1,4.1476
1791,82.38,50.11,4.0075,24.36,25.1,4.1445
1792,82.43,50.23,3.9996,24.59,25.1,4.1461
1793,82.47,50.11,4.0012,24.59,25.1,4.1461
1794,82.51,50.04,3.9996,24.51,25.1,4.1429
1795,82.56,50.09,3.9821,24.04,25.1,4.1476
1796,82.6,50.06,4.0043,24.51,25.1,4.1476
1797,82.64,50.04,4.0091,24.51,25.1,4.1508
1798,82.68,50.11,4.0059,24.75,25.1,4.1461
1799,82.73,50.11,3.9996,24.43,25.1,4.1461
1800,82.77,50.11,3.9996,24.51,25.1,4.1461
1801,82.81,50.13,4.0075,24.43,25.1,4.1461
1802,82.85,50.09,4.0059,24.51,25.1,4.1476
1803,82.89,50.09,3.9996,24.59,25.1,4.1461
1804,82.94,50.06,4.0075,24.43,25.1,4.1397
1805,82.98,49.99,3.9836,24.51,25.1,4.1413
1806,83.03,50.06,4.0012,24.36,25.1,4.1445
1807,83.07,49.87,4.0028,24.43,25.1,4.1508
1808,83.11,49.62,4.0012,24.28,25.1,4.1508
1809,83.15,49.5,4.0107,24.59,25.1,4.1461
1810,83.19,49.43,4.0012,24.36,25.1,4.1461
1811,83.24,49.21,4.0075,24.43,25.1,4.1476
1812,83.28,49.01,4.0059,24.2,25.1,4.1461
1813,83.33,48.77,4.0028,24.59,25.1,4.1429
1814,83.37,48.42,3.9821,24.2,25.1,4.1492
1815,83.41,47.99,4.0043,24.36,25.1,4.1461
1816,83.45,47.52,4.0075,24.43,25.1,4.1445
1817,83.49,47.11,4.0059,24.28,25.1,4.1508
1818,83.54,46.81,4.0043,24.51,25.1,4.1476
1819,83.58,46.57,4.0059,24.51,25.1,4.1476
1820,83.62,46.35,4.0043,24.51,25.1,4.1413
1821,83.66,46.28,4.0043,24.67,25.1,4.1492
1822,83.7,46.08,4.0028,24.67,25.1,4.1429
1823,83.75,45.98,3.9836,24.59,25.1,4.1476
1824,83.79,45.98,4.0059,24.2,25.1,4.1461
1825,83.84,45.93,4.0043,24.36,25.1,4.1429
1826,83.88,46.03,3.9996,24.51,25.1,4.1476
1827,83.92,46.2,4.0043,24.43,25.1,4.1461
1828,83.96,46.15,4.0043,24.51,25.1,4.1461
1829,84.0,46.18,3.998,24.59,25.1,4.1445
1830,84.05,46.18,4.0012,24.36,25.1,4.1445
1831,84.09,46.2,3.998,24.28,25.1,4.1445
1832,84.14,46.2,3.9805,24.43,25.1,4.1445
1833,84.18,46.11,4.0012,24.43,25.1,4.1461
1834,84.22,46.11,4.0075,24.36,25.1,4.1508
1835,84.26,46.03,3.998,24.36,25.1,4.1461
1836,84.3,46.06,4.0012,24.43,25.1,4.1508
1837,84.35,46.01,4.0075,24.51,25.1,4.1429
1838,84.39,46.03,4.0028,24.43,25.1,4.1445
1839,84.43,46.01,4.0075,24.59,25.1,4.1445
1840,84.47,46.01,4.0043,24.43,25.1,4.1476
1841,84.52,46.11,3.9789,24.51,25.1,4.1492
1842,84.56,46.15,4.0075,24.43,25.1,4.1461
1843,84.6,46.11,4.0059,24.51,25.1,4.1524
1844,84.65,46.18,4.0043,24.36,25.1,4.1492
1845,84.69,46.2,3.9996,24.36,25.1,4.1429
1846,84.73,46.28,4.0059,24.59,25.1,4.1445
1847,84.77,46.23,4.0059,24.51,25.1,4.1461
1848,84.81,46.28,4.0012,24.43,25.1,4.1492
1849,84.86,46.2,4.0059,24.59,25.1,4.1445
1850,84.9,46.32,3.9821,24.28,25.1,4.1508
1851,84.95,46.2,4.0028,24.67,25.1,4.1461
1852,84.99,46.25,3.9996,24.43,25.1,4.1445
1853,85.03,46.28,3.9996,24.36,25.1,4.1492
1854,85.07,46.3,4.0091,24.51,25.1,4.1492
1855,85.11,46.25,4.0075,24.51,25.1,4.1476
1856,85.16,46.25,4.0107,24.59,25.1,4.1492
1857,85.2,46.25,4.0028,24.36,25.1,4.1492
1858,85.24,46.18,3.9964,24.36,25.1,4.1429
1859,85.29,46.25,3.9821,24.2,25.1,4.1508
1860,85.33,46.28,4.0075,24.51,25.1,4.1492
1861,85.37,46.23,4.0059,24.51,25.1,4.1492
1862,85.41,46.28,4.0028,24.75,25.1,4.1445
1863,85.46,46.3,4.0059,24.59,25.1,4.1508
1864,85.5,46.28,4.0043,24.28,25.1,4.1524
1865,85.56,46.32,3.9757,24.36,25.1,4.1429
1866,85.6,46.37,3.9757,24.36,25.1,4.1413
1867,85.65,46.32,3.9757,24.51,25.1,4.1429
1868,85.69,46.28,3.9836,24.43,25.1,4.1445
1869,85.74,46.3,3.9836,24.36,25.1,4.1476
1870,85.78,46.28,4.0012,24.36,25.1,4.1476
1871,85.82,46.2,3.9964,24.36,25.1,4.1445
1872,85.86,46.2,3.9996,24.75,25.1,4.1476
1873,85.9,46.15,3.9996,24.2,25.1,4.1508
1874,85.95,46.18,4.0043,24.67,25.1,4.1445
1875,85.99,46.11,4.0012,24.51,25.1,4.1476
1876,86.03,46.15,3.9996,24.2,25.1,4.1461
1877,86.08,46.08,4.0059,24.2,25.1,4.1461
1878,86.12,45.96,3.9805,24.43,25.1,4.1492
1879,86.16,45.93,4.0075,24.43,25.1,4.1461
1880,86.21,46.01,4.0028,24.59,25.1,4.1429
1881,86.25,46.11,4.0043,24.75,25.1,4.1492
1882,86.29,46.08,4.0028,24.2,25.1,4.1492
1883,86.33,46.2,4.0028,24.36,25.1,4.1508
1884,86.37,46.28,4.0059,24.36,25.1,4.1461
1885,86.42,46.37,4.0075,24.28,25.1,4.1476
1886,86.46,46.64,4.0043,24.67,25.1,4.1461
1887,86.51,47.16,3.9868,24.43,25.1,4.1476
1888,86.55,47.67,3.9996,24.43,25.1,4.1429
1889,86.59,48.3,3.998,24.2,25.1,4.1524
1890,86.63,48.74,4.0028,24.59,25.1,4.1413
1891,86.67,49.21,4.0012,24.36,25.1,4.1445
1892,86.72,49.38,4.0028,24.51,25.1,4.1508
1893,86.76,49.94,3.9964,24.36,25.1,4.1445
1894,86.8,50.06,4.0012,24.36,25.1,4.1445
1895,86.84,50.04,4.0028,24.51,25.1,4.1429
1896,86.89,50.09,3.9805,24.28,25.1,4.1508
1897,86.93,50.13,4.0012,24.51,25.1,4.1461
1898,86.97,50.06,3.9964,24.2,25.1,4.1476
1899,87.02,50.11,4.0028,24.36,25.1,4.1445
1900,87.06,50.13,4.0012,24.28,25.1,4.1461
1901,87.1,50.09,4.0043,24.12,25.1,4.1476
1902,87.14,50.16,4.0028,24.12,25.1,4.1429
1903,87.18,50.13,4.0091,24.43,25.1,4.1476
1904,87.23,50.18,4.0043,24.36,25.1,4.1445
1905,87.27,50.16,3.9836,24.43,25.1,4.1461
1906,87.31,50.09,4.0043,24.43,25.1,4.1445
1907,87.36,50.13,4.0012,24.43,25.1,4.1476
1908,87.4,50.09,3.998,24.43,25.1,4.1492
1909,87.44,50.13,4.0028,24.36,25.1,4.1445
1910,87.48,50.13,4.0043,24.36,25.1,4.1429
1911,87.52,50.18,4.0043,24.51,25.1,4.1445
1912,87.57,50.13,4.0107,24.51,25.1,4.1445
1913,87.61,50.13,3.998,24.36,25.1,4.1429
1914,87.66,50.18,3.9789,24.28,25.1,4.1445
1915,87.7,50.18,4.0028,24.28,25.1,4.1508
1916,87.74,50.11,4.0043,24.36,25.1,4.1476
1917,87.78,50.21,3.998,24.43,25.1,4.1461
1918,87.82,50.18,4.0043,24.51,25.1,4.1461
1919,87.87,50.09,4.0028,24.43,25.1,4.1492
1920,87.91,50.18,3.9996,24.43,25.1,4.1461
1921,87.95,50.09,3.998,24.59,25.1,4.1508
1922,87.99,50.18,4.0043,24.43,25.1,4.1461
1923,88.04,50.13,3.9836,24.04,25.1,4.1429
1924,88.08,50.13,4.0075,24.43,25.1,4.1461
1925,88.12,50.09,4.0028,24.59,25.1,4.1461
1926,88.17,50.18,4.0043,24.51,25.1,4.1461
1927,88.21,50.16,4.0043,24.36,25.1,4.1476
1928,88.25,50.18,4.0012,24.51,25.1,4.1461
1929,88.29,50.11,4.0059,24.43,25.1,4.1476
1930,88.33,50.13,4.0043,24.43,25.1,4.1492
1931,88.38,50.18,4.0043,24.43,25.1,4.1492
1932,88.42,50.16,4.0028,24.51,25.1,4.1492
1933,88.47,50.06,3.9789,24.28,25.1,4.1492
1934,88.51,50.09,3.9996,24.28,25.1,4.1492
1935,88.55,49.84,3.9964,24.59,25.1,4.1445
1936,88.59,49.45,4.0075,24.59,25.1,4.1461
1937,88.63,49.21,3.998,24.51,25.1,4.1492
1938,88.68,48.79,4.0059,24.36,25.1,4.1429
1939,88.72,48.5,4.0059,24.28,25.1,4.1413
1940,88.76,48.11,4.0059,24.43,25.1,4.1492
1941,88.81,47.59,4.0012,24.51,25.1,4.1413
1942,88.85,47.33,3.9821,24.28,25.1,4.1476
1943,88.89,46.98,4.0012,24.36,25.1,4.1461
1944,88.93,46.96,4.0091,24.36,25.1,4.1508
1945,88.98,46.98,4.0012,24.2,25.1,4.1429
1946,89.02,47.06,4.0012,24.67,25.1,4.1476
1947,89.06,46.98,4.0059,24.67,25.1,4.1429
1948,89.1,46.94,4.0059,24.43,25.1,4.154
1949,89.14,46.91,4.0059,24.36,25.1,4.1445
1950,89.19,46.81,4.0123,24.43,25.1,4.1445
1951,89.23,46.79,3.9852,24.43,25.1,4.1461
1952,89.28,46.64,4.0059,24.28,25.1,4.1492
1953,89.32,46.57,4.0075,24.36,25.1,4.1508
1954,89.36,46.54,4.0075,24.59,25.1,4.1508
1955,89.4,46.57,3.998,24.43,25.1,4.1429
1956,89.44,46.59,4.0043,24.51,25.1,4.1492
1957,89.49,46.64,4.0059,24.28,25.1,4.1461
1958,89.53,46.57,4.0028,24.28,25.1,4.1476
1959,89.59,46.52,3.9773,24.36,25.1,4.1445
1960,89.64,46.57,3.9821,24.2,25.1,4.1492
1961,89.68,46.42,4.0059,24.59,25.1,4.1492
1962,89.72,46.57,3.998,24.43,25.1,4.1461
1963,89.77,46.57,4.0012,24.43,25.1,4.1476
1964,89.81,46.64,3.9948,24.51,25.1,4.1445
1965,89.85,46.69,4.0059,24.51,25.1,4.1492
1966,89.89,46.74,4.0075,24.51,25.1,4.1445
1967,89.93,46.79,4.0043,24.43,25.1,4.1508
1968,89.98,46.84,4.0075,24.28,25.1,4.1413
1969,90.02,46.89,3.9805,24.36,25.1,4.1492
1970,90.07,46.89,4.0012,24.36,25.1,4.1476
1971,90.11,46.91,4.0059,24.2,25.1,4.1461
1972,90.15,46.89,4.0012,24.36,25.1,4.1429
1973,90.19,46.91,4.0075,24.28,25.1,4.1445
1974,90.23,46.89,3.9996,24.59,25.1,4.1492
1975,90.28,46.91,4.0091,24.43,25.1,4.1461
1976,90.32,46.89,4.0043,24.51,25.1,4.1445
1977,90.36,46.96,4.0059,24.28,25.1,4.1476
1978,90.41,46.94,3.9836,24.67,25.1,4.1508
1979,90.45,46.86,4.0043,24.51,25.1,4.1476
1980,90.49,46.84,4.0091,24.51,25.1,4.1397
1981,90.53,46.89,4.0075,24.43,25.1,4.1492
1982,90.58,46.89,4.0059,24.43,25.1,4.1476
1983,90.62,46.94,4.0043,24.28,25.1,4.1413
1984,90.66,46.91,4.0107,24.51,25.1,4.1476
1985,90.7,46.94,4.0028,24.43,25.1,4.1508
1986,90.74,46.89,3.9996,24.36,25.1,4.1492
1987,90.79,46.94,3.9773,24.12,25.1,4.1461
1988,90.83,46.94,4.0043,24.59,25.1,4.1413
1989,90.88,46.96,4.0043,24.28,25.1,4.1492
1990,90.92,46.94,4.0059,24.51,25.1,4.1445
1991,90.96,46.98,4.0059,24.43,25.1,4.1476
1992,91.0,46.96,4.0059,24.36,25.1,4.1461
1993,91.04,46.96,4.0075,24.36,25.1,4.1476
1994,91.09,46.98,4.0075,24.51,25.1,4.1476
1995,91.13,46.91,4.0091,24.28,25.1,4.1492
1996,91.18,46.91,4.0107,24.51,25.1,4.1429
1997,91.22,46.94,3.9805,24.75,25.1,4.1445
1998,91.26,46.91,4.0043,24.43,25.1,4.1413
1999,91.3,46.86,3.998,24.43,25.1,4.1461
2000,91.34,46.84,4.0043,24.43,25.1,4.1461
2001,91.39,46.81,4.0012,24.36,25.1,4.1429
2002,91.43,46.84,4.0043,24.36,25.1,4.1476
2003,91.47,46.91,3.9996,24.59,25.1,4.1492
2004,91.51,46.94,4.0043,24.51,25.1,4.1413
2005,91.56,46.89,4.0075,24.43,25.1,4.1429
2006,91.6,46.86,3.9821,24.28,25.1,4.1461
2007,91.64,46.96,4.0028,24.12,25.1,4.1476
2008,91.69,46.89,4.0059,24.2,25.1,4.1461
2009,91.73,46.84,3.998,24.28,25.1,4.1492
2010,91.77,46.89,4.0059,24.51,25.1,4.1492
2011,91.81,46.91,4.0075,24.67,25.1,4.1461
2012,91.85,46.91,4.0075,24.43,25.1,4.1445
2013,91.9,46.89,3.9996,24.2,25.1,4.1476
2014,91.94,46.96,4.0075,24.59,25.1,4.1476
2015,91.99,47.01,3.9805,24.51,25.1,4.1461
2016,92.03,46.94,4.0059,24.36,25.1,4.1445
2017,92.07,46.94,3.9996,24.75,25.1,4.1445
2018,92.11,46.96,4.0059,24.36,25.1,4.1461
2019,92.15,46.96,4.0043,24.43,25.1,4.1492
2020,92.2,46.96,4.0059,24.59,25.1,4.1492
2021,92.24,46.89,4.0091,24.67,25.1,4.1476
2022,92.28,46.96,4.0059,24.2,25.1,4.1476
2023,92.32,46.84,4.0059,24.43,25.1,4.1461
2024,92.37,46.81,3.9805,24.51,25.1,4.1508
2025,92.41,46.91,4.0091,24.51,25.1,4.1476
2026,92.45,46.86,4.0091,24.28,25.1,4.154
2027,92.5,46.79,4.0028,24.2,25.1,4.1492
2028,92.54,46.91,4.0075,24.36,25.1,4.1429
2029,92.58,46.86,3.998,24.36,25.1,4.1445
2030,92.62,46.94,4.0012,24.36,25.1,4.1492
2031,92.66,46.98,3.9932,24.75,25.1,4.1492
2032,92.71,46.91,4.0043,24.51,25.1,4.1461
2033,92.75,46.96,3.9836,24.43,25.1,4.1524
2034,92.8,46.91,4.0043,24.59,25.1,4.1508
2035,92.84,46.94,4.0075,24.51,25.1,4.1461
2036,92.88,46.91,4.0028,24.43,25.1,4.1476
2037,92.92,46.89,4.0012,24.12,25.1,4.1476
2038,92.96,46.96,4.0043,24.36,25.1,4.1461
2039,93.01,46.91,4.0028,24.67,25.1,4.1429
2040,93.05,46.89,4.0043,24.43,25.1,4.1461
2041,93.09,46.89,4.0075,24.59,25.1,4.1413
2042,93.14,46.96,3.9852,24.51,25.1,4.1476
2043,93.18,46.89,4.0043,24.43,25.1,4.1461
2044,93.22,46.86,4.0075,24.51,25.1,4.1508
2045,93.26,46.94,4.0059,24.28,25.1,4.1476
2046,93.31,46.86,4.0043,24.43,25.1,4.1461
2047,93.35,46.94,4.0107,24.28,25.1,4.1413
2048,93.39,46.94,4.0028,24.43,25.1,4.1476
2049,93.43,46.89,3.9996,24.51,25.1,4.1429
2050,93.47,46.86,4.0043,24.43,25.1,4.1476
2051,93.52,46.91,3.9805,23.88,25.1,4.1508
2052,93.56,46.91,4.0028,24.51,25.1,4.1461
2053,93.63,46.96,3.9789,24.12,25.1,4.1445
2054,93.67,46.89,3.9773,24.36,25.1,4.1476
2055,93.71,46.96,3.9836,24.51,25.1,4.1461
2056,93.75,46.89,3.9805,24.36,25.1,4.1461
2057,93.8,46.96,3.9789,24.12,25.1,4.1397
2058,93.84,46.94,3.9805,24.28,25.1,4.1461
2059,93.88,46.91,3.9805,24.28,25.1,4.1476
2060,93.93,46.91,3.9836,24.59,25.1,4.1461
2061,93.97,46.94,3.9821,24.43,25.1,4.1461
2062,94.01,46.89,4.0028,24.12,25.1,4.1508
2063,94.05,46.89,4.0059,24.43,25.1,4.1508
2064,94.1,46.86,4.0075,24.43,25.1,4.1445
2065,94.14,46.91,4.0059,24.43,25.1,4.1429
2066,94.18,46.86,4.0043,24.67,25.1,4.1476
2067,94.22,46.89,4.0012,24.36,25.1,4.1476
2068,94.26,46.96,4.0043,24.36,25.1,4.1492
2069,94.31,46.91,4.0059,24.43,25.1,4.1413
2070,94.35,46.91,3.9852,24.59,25.1,4.1445
2071,94.4,46.94,4.0028,24.28,25.1,4.1476
2072,94.44,46.86,4.0091,24.36,25.1,4.1461
2073,94.48,46.89,4.0028,24.36,25.1,4.1476
2074,94.52,46.89,4.0075,24.28,25.1,4.1492
2075,94.56,46.94,4.0059,24.51,25.1,4.1461
2076,94.61,46.94,4.0012,24.36,25.1,4.1476
2077,94.65,46.96,4.0059,24.28,25.1,4.1413
2078,94.69,47.01,4.0012,24.36,25.1,4.1445
2079,94.74,46.91,3.9821,24.51,25.1,4.1508
2080,94.78,46.94,3.998,24.59,25.1,4.1445
2081,94.82,46.89,3.9996,24.36,25.1,4.1476
2082,94.86,47.03,4.0091,24.51,25.1,4.1476
2083,94.91,46.96,3.9964,24.28,25.1,4.1429
2084,94.95,46.94,4.0028,24.36,25.1,4.1476
2085,94.99,47.01,4.0028,24.28,25.1,4.1445
2086,95.03,46.96,4.0043,24.43,25.1,4.1445
2087,95.07,46.96,4.0043,24.43,25.1,4.1429
2088,95.12,46.96,3.9821,24.51,25.1,4.1445
2089,95.16,46.96,4.0043,24.36,25.1,4.1461
2090,95.21,46.94,4.0091,24.36,25.1,4.1476
2091,95.25,47.03,4.0043,24.51,25.1,4.1413
2092,95.29,46.98,4.0059,24.51,25.1,4.1445
2093,95.33,46.98,4.0043,24.36,25.1,4.1413
2094,95.37,46.91,4.0043,24.36,25.1,4.1508
2095,95.42,47.01,4.0059,24.59,25.1,4.1476
2096,95.46,46.96,4.0028,24.51,25.1,4.1445
2097,95.51,47.03,3.9821,24.28,25.1,4.1445
2098,95.55,46.96,4.0012,24.43,25.1,4.1492
2099,95.59,46.94,4.0028,24.59,25.1,4.1461
2100,95.63,46.94,4.0043,24.2,25.1,4.1476
2101,95.67,46.96,4.0059,24.2,25.1,4.1492
2102,95.72,46.96,4.0091,24.43,25.1,4.1445
