,Time [s],Light,USB,TMP36 [C],TC [C],Batt [V]
3978,176.28,48.99,4.0059,24.2,25.3,4.1445
3979,176.32,48.94,4.0043,24.04,25.3,4.1476
3980,176.37,48.91,4.0012,24.12,25.3,4.1445
3981,176.41,49.01,3.9852,24.28,25.3,4.1461
3982,176.46,48.86,4.0059,24.28,25.3,4.1461
3983,176.5,48.91,4.0043,24.28,25.3,4.1445
3984,176.54,48.91,4.0059,24.2,25.3,4.1476
3985,176.58,48.94,4.0059,24.2,25.3,4.1445
3986,176.62,48.86,4.0075,24.2,25.3,4.1508
3987,176.67,48.89,4.0043,24.43,25.3,4.1461
3988,176.71,48.91,4.0012,24.2,25.3,4.1476
3989,176.75,48.89,4.0091,24.36,25.2,4.1476
3990,176.8,48.94,3.9805,24.2,25.3,4.1397
3991,176.84,49.04,4.0012,24.12,25.3,4.1445
3992,176.88,48.94,4.0028,24.28,25.3,4.1445
3993,176.92,49.01,4.0028,24.36,25.3,4.1476
3994,176.97,48.86,4.0059,24.36,25.3,4.1445
3995,177.01,48.89,4.0028,24.36,25.3,4.1492
3996,177.05,48.94,4.0043,24.28,25.3,4.1476
3997,177.09,48.99,4.0028,24.2,25.3,4.1461
3998,177.14,48.94,4.0028,23.96,25.3,4.1461
3999,177.18,48.94,3.9821,24.04,25.3,4.1445
4000,177.22,48.89,4.0043,24.28,25.3,4.1461
4001,177.27,48.91,4.0075,24.28,25.3,4.1445
4002,177.31,48.94,4.0091,24.28,25.3,4.1429
4003,177.35,48.91,4.0043,24.28,25.3,4.1445
4004,177.39,48.96,4.0107,24.2,25.3,4.1492
4005,177.43,48.94,4.0043,24.12,25.3,4.1445
4006,177.48,48.91,4.0012,24.28,25.3,4.1492
4007,177.52,48.89,3.9852,23.96,25.3,4.1524
4008,177.57,48.96,4.0028,24.28,25.3,4.1429
4009,177.61,48.94,4.0043,24.43,25.2,4.1445
4010,177.65,48.89,4.0012,24.12,25.3,4.1492
4011,177.69,48.96,4.0091,24.28,25.3,4.1429
4012,177.73,48.79,4.0028,24.12,25.3,4.1461
4013,177.78,48.89,3.998,24.51,25.3,4.1429
4014,177.82,48.89,4.0075,24.12,25.3,4.1445
4015,177.86,48.94,4.0075,24.28,25.3,4.1445
4016,177.91,48.94,3.9821,24.28,25.3,4.1461
4017,177.95,48.94,4.0028,24.36,25.3,4.1429
4018,177.99,48.91,4.0075,24.28,25.3,4.1492
4019,178.03,48.86,4.0012,24.67,25.3,4.1429
4020,178.08,48.89,4.0012,24.2,25.3,4.1445
4021,178.12,48.96,4.0028,24.12,25.3,4.1476
4022,178.16,48.96,4.0075,24.36,25.3,4.1413
4023,178.22,48.91,3.9789,24.12,25.2,4.1429
4024,178.27,48.91,3.9836,24.36,25.3,4.1413
4025,178.31,48.94,3.9821,24.12,25.2,4.1397
4026,178.36,48.99,4.0043,24.28,25.3,4.1445
4027,178.4,48.96,4.0012,24.28,25.3,4.1461
4028,178.44,48.94,4.0059,24.12,25.3,4.1476
4029,178.48,48.96,4.0043,24.43,25.2,4.1492
4030,178.52,49.04,4.0059,24.2,25.2,4.1461
4031,178.57,48.96,4.0028,24.43,25.2,4.1476
4032,178.61,48.96,4.0028,24.36,25.3,4.1476
4033,178.65,48.99,4.0043,24.28,25.2,4.1397
4034,178.71,48.96,3.9821,24.2,25.2,4.1445
4035,178.76,48.94,4.0028,24.12,25.3,4.1476
4036,178.8,48.96,3.9996,24.43,25.2,4.1429
4037,178.84,48.96,4.0075,24.28,25.2,4.1461
4038,178.88,48.99,4.0059,24.28,25.3,4.1461
4039,178.92,49.01,4.0043,24.2,25.3,4.1461
4040,178.97,48.99,4.0107,24.28,25.3,4.1461
4041,179.01,49.01,4.0075,24.12,25.3,4.1508
4042,179.05,48.99,4.0028,24.12,25.3,4.1429
4043,179.1,48.99,3.9821,24.43,25.3,4.1445
4044,179.14,48.99,4.0091,24.36,25.2,4.1508
4045,179.18,48.99,4.0043,24.51,25.2,4.1492
4046,179.22,48.96,3.998,24.28,25.2,4.1445
4047,179.26,48.94,4.0059,24.43,25.2,4.1476
4048,179.31,49.01,4.0059,24.2,25.2,4.1508
4049,179.35,48.94,4.0043,24.12,25.2,4.1413
4050,179.39,48.96,4.0075,24.2,25.3,4.1429
4051,179.44,48.89,4.0059,24.2,25.2,4.1476
4052,179.48,48.94,3.9836,24.36,25.3,4.1508
4053,179.52,48.96,4.0075,24.2,25.3,4.1492
4054,179.56,49.01,4.0075,24.04,25.2,4.1429
4055,179.61,48.99,4.0028,24.36,25.2,4.1476
4056,179.65,48.94,4.0012,24.28,25.3,4.1461
4057,179.69,48.96,4.0028,24.2,25.3,4.1492
4058,179.73,49.01,4.0012,24.2,25.3,4.1461
4059,179.77,49.01,4.0028,24.12,25.2,4.1445
4060,179.82,48.94,3.9805,24.04,25.2,4.1445
4061,179.86,48.96,3.998,24.43,25.3,4.1508
4062,179.91,48.96,4.0075,24.2,25.2,4.1445
4063,179.95,48.99,4.0028,24.43,25.3,4.1476
4064,179.99,48.91,4.0012,24.36,25.2,4.1492
4065,180.03,48.96,4.0091,24.2,25.3,4.1445
4066,180.07,48.96,4.0075,24.28,25.2,4.1445
4067,180.12,48.96,4.0028,24.43,25.2,4.1476
4068,180.16,49.01,4.0043,24.04,25.3,4.1476
4069,180.21,48.99,3.9836,24.28,25.3,4.1492
4070,180.25,48.91,4.0075,24.12,25.3,4.1429
4071,180.29,48.99,4.0043,24.2,25.3,4.1429
4072,180.33,48.94,4.0091,24.12,25.2,4.1476
4073,180.37,48.91,3.9964,24.2,25.3,4.1413
4074,180.42,48.99,4.0043,24.28,25.2,4.1413
4075,180.46,48.96,4.0075,24.43,25.2,4.1461
4076,180.5,48.89,4.0059,24.28,25.2,4.1492
4077,180.54,48.99,4.0059,24.04,25.2,4.1429
4078,180.59,48.96,3.9821,23.96,25.2,4.1461
4079,180.63,48.94,4.0028,24.43,25.2,4.1461
4080,180.67,48.94,4.0012,24.43,25.2,4.1476
4081,180.72,48.99,4.0091,24.2,25.2,4.1476
4082,180.76,48.96,3.9996,24.43,25.2,4.1476
4083,180.8,49.04,4.0043,24.43,25.2,4.1461
4084,180.84,48.91,4.0012,24.12,25.3,4.1476
4085,180.88,48.94,4.0091,24.36,25.2,4.1461
4086,180.93,49.01,4.0012,24.28,25.2,4.1461
4087,180.97,49.04,3.9789,24.28,25.2,4.1461
4088,181.02,48.96,4.0012,24.36,25.3,4.1445
4089,181.06,49.01,4.0059,24.12,25.3,4.1476
4090,181.1,48.99,4.0075,24.43,25.2,4.1429
4091,181.14,48.94,4.0043,24.2,25.2,4.1445
4092,181.18,48.91,4.0059,24.2,25.2,4.1476
4093,181.23,48.94,4.0091,24.28,25.3,4.1461
4094,181.27,48.89,4.0075,23.96,25.2,4.1397
4095,181.31,48.91,4.0075,24.12,25.2,4.1381
4096,181.36,48.99,3.9805,24.2,25.2,4.1476
4097,181.4,48.94,4.0059,23.96,25.2,4.1476
4098,181.44,49.01,4.0012,24.28,25.2,4.1492
4099,181.48,48.99,4.0091,24.28,25.2,4.1461
4100,181.53,49.01,4.0059,24.28,25.2,4.1476
4101,181.57,48.99,4.0091,24.28,25.3,4.1461
4102,181.61,48.99,4.0028,24.2,25.3,4.1492
4103,181.65,48.99,4.0043,24.43,25.3,4.1508
4104,181.7,48.91,4.0059,24.2,25.3,4.1429
4105,181.74,48.94,3.9852,24.36,25.2,4.1476
4106,181.78,48.99,4.0043,24.28,25.2,4.1445
4107,181.83,48.94,4.0091,24.36,25.3,4.1397
4108,181.87,49.01,3.998,24.36,25.2,4.1524
4109,181.91,48.94,4.0091,24.28,25.2,4.1461
4110,181.95,48.94,4.0043,24.36,25.2,4.1461
4111,181.99,48.96,4.0059,24.12,25.2,4.1461
4112,182.04,49.04,4.0043,24.36,25.3,4.1445
4113,182.08,48.89,3.9805,23.88,25.2,4.1524
4114,182.13,48.77,4.0043,24.2,25.2,4.1476
4115,182.17,48.6,4.0059,24.12,25.2,4.1492
4116,182.23,48.33,3.9805,23.96,25.2,4.1429
4117,182.27,48.33,3.9836,24.2,25.2,4.1524
4118,182.32,48.28,3.9821,24.28,25.2,4.1429
4119,182.36,48.35,3.9821,24.2,25.2,4.1413
4120,182.4,48.3,3.9805,24.36,25.2,4.1429
4121,182.44,48.4,3.9789,24.04,25.2,4.1445
4122,182.49,48.42,3.9805,24.12,25.2,4.1445
4123,182.53,48.45,3.9996,24.2,25.2,4.1492
4124,182.57,48.52,4.0075,24.28,25.2,4.1476
4125,182.62,48.52,3.998,24.28,25.2,4.1461
4126,182.66,48.55,3.9964,24.36,25.2,4.1429
4127,182.7,48.57,4.0043,24.43,25.2,4.1445
4128,182.74,48.52,4.0091,24.2,25.2,4.1492
4129,182.78,48.67,3.9996,24.2,25.2,4.1461
4130,182.83,48.64,4.0075,24.59,25.2,4.1429
4131,182.88,48.64,3.9789,24.36,25.2,4.1413
4132,182.92,48.62,4.0043,24.2,25.2,4.1445
4133,182.96,48.72,4.0043,24.12,25.2,4.1461
4134,183.0,48.67,4.0012,24.12,25.2,4.1429
4135,183.04,48.69,4.0075,24.12,25.2,4.1429
4136,183.09,48.72,4.0075,24.12,25.2,4.1413
4137,183.13,48.69,4.0107,24.12,25.2,4.1476
4138,183.17,48.69,4.0059,24.2,25.2,4.1413
4139,183.21,48.72,4.0012,24.04,25.2,4.1397
4140,183.26,48.69,3.9836,24.2,25.2,4.1397
4141,183.3,48.62,4.0059,24.12,25.2,4.1445
4142,183.34,48.72,4.0028,24.04,25.2,4.1445
4143,183.39,48.74,4.0075,24.36,25.2,4.1476
4144,183.43,48.69,4.0059,24.28,25.2,4.1445
4145,183.47,48.72,4.0075,24.04,25.2,4.1461
4146,183.51,48.72,3.9996,24.28,25.3,4.1445
4147,183.55,48.74,4.0043,24.12,25.2,4.1508
4148,183.6,48.77,4.0059,24.36,25.3,4.1429
4149,183.64,48.82,3.9821,24.12,25.2,4.1476
4150,183.69,48.79,3.998,24.28,25.2,4.1429
4151,183.73,48.82,4.0043,24.2,25.2,4.1445
4152,183.77,48.77,4.0075,24.2,25.2,4.1492
4153,183.81,48.86,4.0012,24.12,25.2,4.1397
4154,183.85,48.89,3.998,24.28,25.2,4.1413
4155,183.9,48.84,4.0059,24.28,25.2,4.1429
4156,183.94,48.86,4.0012,24.43,25.2,4.1492
4157,183.99,48.79,4.0107,24.36,25.2,4.1413
4158,184.03,48.91,3.9789,24.36,25.2,4.1445
4159,184.07,49.01,4.0028,24.36,25.2,4.1461
4160,184.11,48.94,4.0043,24.2,25.2,4.1445
4161,184.15,48.99,4.0091,24.28,25.2,4.1445
4162,184.2,48.96,4.0059,24.36,25.2,4.1429
4163,184.24,48.86,4.0075,24.36,25.2,4.1445
4164,184.28,48.91,4.0043,24.2,25.2,4.1461
4165,184.32,48.82,4.0075,24.12,25.2,4.1476
4166,184.37,48.82,3.9821,23.88,25.2,4.1413
4167,184.41,48.77,4.0043,24.36,25.2,4.1461
4168,184.45,48.77,4.0059,24.36,25.2,4.1461
4169,184.5,48.67,4.0028,24.36,25.2,4.1461
4170,184.54,48.74,4.0059,24.2,25.3,4.1429
4171,184.58,48.74,3.998,24.2,25.3,4.1492
4172,184.62,48.72,4.0059,24.36,25.2,4.1461
4173,184.66,48.72,3.998,24.28,25.2,4.1445
4174,184.71,48.67,3.998,24.51,25.2,4.1413
4175,184.75,48.69,3.9852,24.36,25.2,4.1492
4176,184.79,48.69,4.0028,24.04,25.2,4.1429
4177,184.84,48.74,4.0028,24.28,25.2,4.1445
4178,184.88,48.72,4.0043,24.2,25.2,4.1492
4179,184.92,48.72,4.0043,24.36,25.2,4.1445
4180,184.96,48.67,3.9996,24.2,25.2,4.1476
4181,185.0,48.72,4.0012,24.2,25.2,4.1429
4182,185.05,48.69,4.0075,24.12,25.2,4.1476
4183,185.09,48.77,4.0091,24.2,25.2,4.1476
4184,185.14,48.72,3.9852,24.2,25.2,4.1476
4185,185.18,48.67,3.9996,24.36,25.2,4.1524
4186,185.22,48.69,4.0075,24.2,25.2,4.1508
4187,185.26,48.62,3.9996,24.2,25.2,4.1492
4188,185.3,48.62,4.0091,24.36,25.2,4.1461
4189,185.35,48.72,4.0059,24.36,25.2,4.1476
4190,185.39,48.67,4.0091,24.28,25.2,4.1461
4191,185.43,48.62,4.0059,24.2,25.3,4.1445
4192,185.47,48.69,4.0091,24.28,25.2,4.1397
4193,185.52,48.64,3.9884,24.12,25.2,4.1476
4194,185.56,48.67,3.9964,24.36,25.3,4.1461
4195,185.6,48.67,4.0075,23.96,25.2,4.1445
4196,185.65,48.69,4.0043,24.36,25.2,4.1461
4197,185.69,48.69,4.0028,24.36,25.2,4.1476
4198,185.73,48.67,4.0043,24.04,25.2,4.1508
4199,185.77,48.69,4.0028,24.2,25.2,4.1445
4200,185.81,48.74,4.0075,24.2,25.2,4.1445
4201,185.86,48.67,4.0075,24.2,25.2,4.1429
4202,185.9,48.77,3.9773,24.12,25.2,4.1461
4203,185.95,48.77,4.0012,24.2,25.3,4.1461
4204,185.99,48.74,4.0043,23.96,25.3,4.1524
4205,186.03,48.77,4.0028,24.12,25.2,4.1413
4206,186.07,48.77,4.0059,24.28,25.2,4.1461
4207,186.11,48.74,4.0012,24.28,25.2,4.1476
4208,186.16,48.74,4.0059,24.2,25.2,4.1413
4209,186.2,48.74,4.0091,24.2,25.2,4.1461
4210,186.26,48.79,3.9789,23.88,25.2,4.1476
4211,186.3,48.67,4.0043,24.2,25.2,4.1476
4212,186.34,48.72,4.0059,24.2,25.2,4.1476
4213,186.38,48.72,4.0075,24.36,25.2,4.1492
4214,186.43,48.79,4.0059,24.2,25.2,4.1476
4215,186.47,48.77,4.0043,24.2,25.2,4.1461
4216,186.51,48.84,4.0059,24.12,25.2,4.1508
4217,186.55,48.94,4.0059,24.12,25.2,4.1461
4218,186.59,48.94,4.0012,24.12,25.2,4.1508
4219,186.64,48.84,3.9757,24.12,25.2,4.1461
4220,186.68,48.82,4.0075,24.28,25.2,4.1476
4221,186.73,48.79,4.0012,24.04,25.2,4.1413
4222,186.77,48.84,3.998,24.12,25.2,4.1476
4223,186.81,48.86,4.0012,23.96,25.2,4.1461
4224,186.85,48.82,4.0028,24.12,25.2,4.1476
4225,186.89,48.86,4.0043,23.96,25.2,4.1461
4226,186.94,48.86,4.0043,24.28,25.2,4.1445
4227,186.98,48.77,4.0075,24.28,25.2,4.1445
4228,187.03,48.86,3.9789,24.43,25.2,4.1461
4229,187.07,48.89,4.0091,24.28,25.2,4.1461
4230,187.11,48.89,4.0043,24.2,25.2,4.1492
4231,187.15,48.89,4.0028,24.28,25.2,4.1461
4232,187.19,48.82,4.0075,24.36,25.2,4.1445
4233,187.24,48.84,4.0059,24.12,25.2,4.1461
4234,187.28,48.89,4.0028,24.2,25.2,4.1476
4235,187.32,48.86,4.0012,24.2,25.2,4.1445
4236,187.36,48.79,4.0043,24.36,25.2,4.1429
4237,187.41,48.91,3.9789,24.2,25.2,4.1445
4238,187.45,48.91,4.0075,24.12,25.2,4.1492
4239,187.49,48.91,4.0043,24.12,25.2,4.1492
4240,187.54,48.82,4.0043,24.2,25.2,4.1461
4241,187.58,48.86,4.0012,24.28,25.2,4.1445
4242,187.62,48.84,4.0075,24.28,25.3,4.1476
4243,187.66,48.82,4.0028,24.2,25.2,4.1461
4244,187.7,48.89,4.0043,24.12,25.2,4.1445
4245,187.75,48.86,4.0043,24.04,25.3,4.1429
4246,187.79,48.82,3.9821,24.2,25.2,4.1524
4247,187.84,48.96,3.9996,24.43,25.2,4.1445
4248,187.88,48.79,4.0043,24.12,25.2,4.1445
4249,187.92,48.79,4.0028,23.96,25.2,4.1476
4250,187.96,48.79,4.0043,24.2,25.2,4.1413
4251,188.0,48.82,4.0028,23.96,25.2,4.1445
4252,188.05,48.77,4.0043,24.28,25.2,4.1461
4253,188.09,48.67,3.9964,24.2,25.2,4.1476
4254,188.14,48.72,4.0075,24.2,25.2,4.1429
4255,188.18,48.69,3.9821,24.2,25.2,4.1445
4256,188.22,48.69,4.0043,24.36,25.2,4.1476
4257,188.26,48.77,4.0075,24.2,25.2,4.1461
4258,188.3,48.69,4.0059,24.36,25.2,4.1445
4259,188.35,48.67,4.0028,24.36,25.2,4.1476
4260,188.39,48.72,4.0075,23.96,25.2,4.1476
4261,188.43,48.72,4.0091,24.12,25.2,4.1461
4262,188.47,48.72,4.0059,24.12,25.2,4.1492
4263,188.52,48.72,3.9789,23.88,25.2,4.1492
4264,188.56,48.64,4.0059,24.2,25.2,4.1492
4265,188.6,48.72,4.0012,24.2,25.2,4.1461
4266,188.65,48.67,4.0059,24.2,25.2,4.1524
4267,188.69,48.67,4.0075,24.28,25.2,4.1492
4268,188.73,48.74,3.9996,24.43,25.2,4.1429
4269,188.77,48.64,4.0012,24.36,25.2,4.1413
4270,188.81,48.62,4.0043,24.04,25.2,4.1429
4271,188.86,48.64,4.0075,24.04,25.2,4.1397
4272,188.9,48.6,3.9789,24.28,25.2,4.1445
4273,188.95,48.67,4.0028,24.43,25.2,4.1445
4274,188.99,48.64,4.0028,24.2,25.2,4.1461
4275,189.03,48.72,4.0043,24.2,25.2,4.1429
4276,189.07,48.6,4.0075,24.28,25.2,4.1429
4277,189.11,48.72,4.0028,24.04,25.2,4.1429
4278,189.16,48.74,3.9964,24.36,25.2,4.1461
4279,189.2,48.67,4.0091,24.04,25.2,4.1492
4280,189.24,48.67,4.0043,24.36,25.2,4.1445
4281,189.29,48.77,3.9852,24.2,25.2,4.1413
4282,189.33,48.74,4.0028,24.28,25.2,4.1429
4283,189.37,48.72,4.0043,24.28,25.3,4.1492
4284,189.41,48.72,4.0059,24.51,25.2,4.1508
4285,189.46,48.77,4.0091,24.2,25.2,4.1397
4286,189.5,48.69,3.9996,24.28,25.2,4.1429
4287,189.54,48.69,4.0075,24.12,25.2,4.1492
4288,189.58,48.72,4.0012,24.28,25.2,4.1461
4289,189.62,48.74,4.0043,24.28,25.3,4.1461
4290,189.67,48.64,3.9805,24.2,25.3,4.1413
4291,189.71,48.79,4.0043,24.28,25.2,4.1445
4292,189.76,48.72,4.0059,24.51,25.2,4.1492
4293,189.8,48.72,4.0059,24.36,25.2,4.1476
4294,189.84,48.77,3.9964,24.2,25.2,4.1476
4295,189.88,48.74,4.0043,24.04,25.2,4.1461
4296,189.92,48.72,3.998,24.28,25.2,4.1492
4297,189.97,48.69,4.0059,23.96,25.2,4.1476
4298,190.01,48.74,4.0012,24.43,25.2,4.1413
4299,190.06,48.79,3.9821,24.12,25.2,4.1429
4300,190.1,48.77,4.0091,24.43,25.2,4.1461
4301,190.14,48.77,4.0091,23.96,25.3,4.1476
4302,190.18,48.67,4.0028,24.36,25.3,4.1461
4303,190.22,48.72,4.0091,24.12,25.2,4.1476
4304,190.28,48.72,3.9836,23.72,25.2,4.1492
4305,190.33,48.69,3.9821,24.36,25.3,4.1461
4306,190.37,48.74,3.9821,24.36,25.2,4.1445
4307,190.42,48.77,3.9789,24.28,25.2,4.1445
4308,190.46,48.74,3.9836,23.88,25.2,4.1492
4309,190.5,48.77,4.0059,24.12,25.2,4.1476
4310,190.54,48.64,4.0043,24.28,25.2,4.1445
4311,190.58,48.74,4.0059,24.36,25.2,4.1445
4312,190.63,48.72,4.0059,24.36,25.2,4.1476
4313,190.67,48.67,4.0059,24.04,25.2,4.1445
4314,190.71,48.67,4.0059,23.96,25.2,4.1492
4315,190.75,48.67,4.0075,24.36,25.2,4.1445
4316,190.8,48.69,3.9773,23.72,25.2,4.1492
4317,190.84,48.6,4.0043,24.12,25.2,4.1476
4318,190.89,48.69,4.0043,24.2,25.2,4.1461
4319,190.93,48.64,3.9964,24.2,25.2,4.1476
4320,190.97,48.62,4.0012,24.2,25.2,4.1429
4321,191.01,48.6,4.0012,24.12,25.2,4.1476
4322,191.05,48.62,4.0107,23.96,25.2,4.1445
4323,191.1,48.57,4.0091,24.51,25.2,4.1429
4324,191.14,48.6,4.0028,24.2,25.2,4.1429
4325,191.18,48.64,3.9821,24.2,25.2,4.1476
4326,191.23,48.62,4.0091,24.43,25.2,4.1445
4327,191.27,48.72,4.0043,24.36,25.2,4.1492
4328,191.31,48.55,4.0075,24.2,25.2,4.1429
4329,191.35,48.69,4.0059,24.43,25.2,4.1429
4330,191.39,48.67,4.0012,24.36,25.2,4.1508
4331,191.44,48.64,4.0075,24.36,25.2,4.1445
4332,191.48,48.72,4.0075,24.36,25.2,4.1413
4333,191.52,48.72,4.0028,24.2,25.2,4.1461
4334,191.57,48.72,3.9852,24.2,25.2,4.1413
4335,191.61,48.64,4.0043,24.28,25.2,4.1461
4336,191.65,48.64,4.0043,24.2,25.2,4.1445
4337,191.69,48.74,4.0012,24.36,25.2,4.1429
4338,191.74,48.67,4.0059,24.43,25.3,4.1476
4339,191.78,48.69,4.0075,24.28,25.2,4.1445
4340,191.82,48.74,3.998,24.2,25.2,4.1461
4341,191.86,48.77,4.0012,24.36,25.2,4.1445
4342,191.9,48.77,4.0059,24.28,25.2,4.1476
4343,191.95,48.74,3.9821,24.36,25.2,4.1476
4344,191.99,48.84,4.0059,24.28,25.2,4.1461
4345,192.04,48.67,4.0091,24.2,25.2,4.1492
4346,192.08,48.72,4.0075,24.12,25.2,4.1492
4347,192.12,48.72,4.0091,24.2,25.2,4.1476
4348,192.16,48.64,4.0059,24.12,25.2,4.1429
4349,192.2,48.67,4.0043,24.36,25.2,4.1445
4350,192.25,48.69,4.0059,24.28,25.2,4.1492
4351,192.29,48.64,3.9964,24.28,25.2,4.1445
4352,192.34,48.72,3.9821,24.2,25.2,4.1476
4353,192.38,48.77,4.0043,24.36,25.2,4.1492
4354,192.42,48.67,4.0012,24.28,25.2,4.1476
4355,192.46,48.74,4.0059,24.2,25.2,4.1476
4356,192.5,48.79,4.0059,24.2,25.2,4.1476
4357,192.55,48.74,4.0028,24.2,25.2,4.1508
4358,192.59,48.72,4.0091,24.43,25.2,4.1492
4359,192.63,48.72,4.0059,24.36,25.2,4.1492
4360,192.69,48.72,4.0059,24.04,25.2,4.1461
4361,192.73,48.69,3.9789,24.51,25.2,4.1492
4362,192.77,48.69,4.0012,24.36,25.2,4.1461
4363,192.81,48.74,4.0059,24.2,25.2,4.1461
4364,192.86,48.69,4.0012,24.2,25.2,4.1429
4365,192.9,48.69,4.0028,24.12,25.2,4.1445
4366,192.94,48.69,3.998,24.2,25.2,4.1461
4367,192.98,48.72,4.0075,24.36,25.2,4.1476
4368,193.02,48.64,4.0075,24.2,25.2,4.1476
4369,193.07,48.72,3.9821,23.96,25.2,4.1476
4370,193.11,48.72,3.9996,24.51,25.2,4.1429
4371,193.16,48.67,4.0107,24.36,25.2,4.1492
4372,193.2,48.67,4.0075,24.28,25.2,4.1445
4373,193.24,48.67,4.0028,24.28,25.2,4.1492
4374,193.28,48.69,4.0028,24.2,25.2,4.1429
4375,193.32,48.72,4.0059,24.28,25.2,4.1476
4376,193.37,48.69,4.0028,24.43,25.2,4.1508
4377,193.41,48.69,4.0075,24.2,25.2,4.1492
4378,193.46,48.72,3.9821,24.12,25.2,4.1461
4379,193.5,48.62,4.0091,24.28,25.2,4.1445
4380,193.54,48.62,3.9996,24.2,25.2,4.1445
4381,193.58,48.72,4.0028,24.28,25.2,4.1445
4382,193.62,48.67,4.0043,24.12,25.2,4.1476
4383,193.67,48.69,3.998,24.36,25.2,4.1524
4384,193.71,48.72,3.9916,24.12,25.2,4.1492
4385,193.75,48.72,4.0028,24.28,25.2,4.1492
4386,193.79,48.74,3.9964,24.12,25.2,4.1461
4387,193.84,48.67,3.9789,24.28,25.2,4.1429
4388,193.88,48.64,4.0075,24.2,25.2,4.1476
4389,193.92,48.69,4.0043,23.88,25.2,4.1445
4390,193.97,48.64,4.0043,24.28,25.2,4.1476
4391,194.01,48.64,4.0043,24.36,25.2,4.1445
4392,194.05,48.62,4.0012,24.2,25.2,4.1429
4393,194.09,48.57,4.0075,24.36,25.2,4.1492
4394,194.13,48.69,3.9996,24.12,25.2,4.1476
4395,194.18,48.67,4.0028,24.12,25.2,4.1397
4396,194.22,48.69,3.9884,24.2,25.2,4.1476
4397,194.29,48.67,3.9821,23.96,25.2,4.1445
4398,194.33,48.6,3.9789,24.12,25.2,4.1476
4399,194.37,48.74,3.9836,24.28,25.2,4.1492
4400,194.41,48.67,3.9789,24.2,25.2,4.1397
4401,194.46,48.74,3.9805,24.2,25.2,4.1461
4402,194.5,48.69,3.9805,24.36,25.2,4.1445
4403,194.54,48.74,3.9805,24.36,25.2,4.1429
4404,194.58,48.77,3.9836,24.2,25.2,4.1461
4405,194.63,48.69,3.9789,24.36,25.2,4.1429
4406,194.67,48.72,4.0028,24.36,25.2,4.1461
4407,194.71,48.64,4.0028,24.51,25.2,4.1429
4408,194.76,48.74,4.0059,24.28,25.2,4.1524
4409,194.8,48.74,4.0059,24.04,25.2,4.1429
4410,194.84,48.82,4.0043,24.36,25.2,4.1476
4411,194.88,48.77,4.0075,24.28,25.2,4.1492
4412,194.92,48.79,4.0075,24.28,25.2,4.1476
4413,194.97,48.79,4.0043,24.36,25.2,4.1381
4414,195.02,48.79,3.9789,24.43,25.2,4.1476
4415,195.06,48.84,4.0075,24.2,25.2,4.1429
4416,195.1,48.82,4.0075,24.2,25.2,4.1461
4417,195.14,48.79,4.0091,24.12,25.2,4.1508
4418,195.18,48.82,4.0075,24.36,25.2,4.1476
4419,195.23,48.79,4.0059,24.12,25.2,4.1461
4420,195.27,48.79,4.0107,24.28,25.2,4.1461
4421,195.31,48.86,4.0075,24.28,25.2,4.1445
4422,195.36,48.84,3.9805,23.88,25.2,4.1476
4423,195.4,48.89,4.0059,24.12,25.2,4.1445
4424,195.44,48.84,3.9996,24.2,25.2,4.1445
4425,195.48,48.91,4.0107,24.36,25.2,4.1476
4426,195.53,48.84,4.0075,24.28,25.2,4.1429
4427,195.57,48.89,4.0028,24.28,25.2,4.1524
4428,195.61,48.94,4.0043,24.36,25.2,4.1476
4429,195.65,48.94,4.0107,24.43,25.2,4.1492
4430,195.69,48.89,3.998,24.51,25.2,4.1429
4431,195.74,48.86,3.9852,24.04,25.2,4.1461
4432,195.78,48.91,4.0075,24.12,25.2,4.1476
4433,195.83,48.91,3.998,24.2,25.2,4.1461
4434,195.87,48.82,4.0043,24.51,25.2,4.1476
4435,195.91,48.86,4.0043,24.28,25.2,4.1461
4436,195.95,48.86,4.0028,24.28,25.2,4.1492
4437,195.99,48.84,4.0059,24.12,25.2,4.1445
4438,196.04,48.86,4.0059,24.43,25.2,4.1508
4439,196.08,48.84,4.0075,24.28,25.2,4.1445
4440,196.13,48.82,3.9789,24.36,25.2,4.1445
4441,196.17,48.84,4.0075,24.12,25.2,4.1429
4442,196.21,48.89,3.9996,24.2,25.2,4.1429
4443,196.25,48.86,3.9996,24.43,25.2,4.1461
4444,196.29,48.86,4.0043,24.28,25.2,4.1492
4445,196.34,48.82,4.0075,24.12,25.2,4.1492
4446,196.38,48.86,4.0107,24.51,25.2,4.1461
4447,196.42,48.86,3.9964,24.36,25.2,4.1492
4448,196.46,48.84,4.0075,24.43,25.2,4.1381
4449,196.56,48.84,3.9821,24.2,25.2,4.1445
4450,196.6,48.89,4.0043,24.12,25.2,4.1508
4451,196.64,48.86,4.0091,23.96,25.2,4.1476
4452,196.68,48.82,4.0043,24.36,25.2,4.1461
4453,196.72,48.84,3.9996,24.28,25.2,4.1476
4454,196.77,48.86,4.0028,24.36,25.2,4.1445
4455,196.81,48.82,3.998,24.2,25.2,4.1461
4456,196.85,48.84,3.998,24.28,25.2,4.1445
4457,196.9,48.89,4.0059,24.12,25.2,4.1476
4458,196.94,48.89,3.9868,23.96,25.2,4.1397
4459,196.98,48.89,4.0059,24.28,25.2,4.1476
